sequence,global_trade,direction,first_booking,last_booking,entry_signal_label,entry_fill_bar_label,exit_signal_label,exit_fill_bar_label,entry_price,exit_price,fragment_start_price,fragment_end_price,inherited_at_peak,continues_after_trough,fragment_bars,full_trade_bars,fragment_log_pnl,fragment_geometric_pct,peak_nav_contribution_pp,cumulative_drawdown_pct,fragment_mfe_log_bp,fragment_giveback_log_bp,overnight_gap_log_bp,full_trade_log_pnl,full_trade_geometric_pct,full_trade_mfe_log_bp,entry_threshold_log_bp,observed_shape_not_causal_verdict
150,270,1,2021-05-20 09:47:00,2021-05-20 10:22:00,2021-05-20 09:37:00,2021-05-20 09:42:00,2021-05-20 10:17:00,2021-05-20 10:22:00,1334.6500000000001,1332.22,1334.6500000000001,1332.22,False,False,8,8,-0.0018223615493092086,-0.18207020567192403,-0.16089592608483638,11.790629362667405,28.282000685313161,46.505616178405248,0,-0.0018223615493092086,-0.18207020567192403,28.282000685313161,15.398911515102926,有顺向开盘浮盈但全部回吐并倒亏
151,271,-1,2021-05-20 10:27:00,2021-05-20 11:17:00,2021-05-20 10:17:00,2021-05-20 10:22:00,2021-05-20 11:12:00,2021-05-20 11:17:00,1332.22,1333.9400000000001,1332.22,1333.9400000000001,False,False,11,11,-0.0012902453255704473,-0.12894133169405886,-0.11373833717872595,11.90436769984613,25.328171010843679,38.230624266548148,0,-0.0012902453255704471,-0.12894133169405883,25.328171010843679,14.828298751844864,有顺向开盘浮盈但全部回吐并倒亏
152,272,1,2021-05-20 11:22:00,2021-05-20 13:32:00,2021-05-20 11:12:00,2021-05-20 11:17:00,2021-05-20 13:27:00,2021-05-20 13:32:00,1333.9400000000001,1332.6700000000001,1333.9400000000001,1332.6700000000001,False,False,8,8,-0.00095252031307330848,-0.09520668096017515,-0.083872927583861223,11.988240627429992,7.3439599233067776,16.869163054039863,0,-0.00095252031307330816,-0.095206680960175122,7.3439599233067776,14.290254947698262,有顺向开盘浮盈但全部回吐并倒亏
153,273,-1,2021-05-20 13:37:00,2021-05-20 14:22:00,2021-05-20 13:27:00,2021-05-20 13:32:00,2021-05-20 14:17:00,2021-05-20 14:22:00,1332.6700000000001,1335.4000000000001,1332.6700000000001,1335.4000000000001,False,False,10,10,-0.0020464237840357312,-0.2044331286506087,-0.17992519326578416,12.168165820695776,0.52527511296199847,20.989512953319313,0,-0.0020464237840357308,-0.20443312865060867,0.52527511296199847,14.316699393470874,有顺向开盘浮盈但全部回吐并倒亏
154,274,1,2021-05-20 14:27:00,2021-05-20 14:47:00,2021-05-20 14:17:00,2021-05-20 14:22:00,2021-05-20 14:42:00,2021-05-20 14:47:00,1335.4000000000001,1330.03,1335.4000000000001,1330.03,False,False,5,5,-0.0040293740713832227,-0.40212670360941766,-0.3531952595049348,12.521361080200711,1.123195867818048,41.416936581650276,0,-0.0040293740713832227,-0.40212670360941766,1.123195867818048,14.448606554084414,有顺向开盘浮盈但全部回吐并倒亏
155,275,-1,2021-05-20 14:52:00,2021-05-21 09:47:00,2021-05-20 14:42:00,2021-05-20 14:47:00,2021-05-21 09:42:00,2021-05-21 09:47:00,1330.03,1335.48,1330.03,1335.48,False,False,5,5,-0.0040892794209487753,-0.40809297031779285,-0.35699417596138927,12.878355256162099,0.52631776823251586,41.41911197772027,-72.381011486504988,-0.0040892794209487753,-0.40809297031779285,0.52631776823251586,14.648038082240584,有顺向开盘浮盈但全部回吐并倒亏
156,276,1,2021-05-21 09:52:00,2021-05-21 10:07:00,2021-05-21 09:42:00,2021-05-21 09:47:00,2021-05-21 10:02:00,2021-05-21 10:07:00,1335.48,1328.5999999999999,1335.48,1328.5999999999999,False,False,4,4,-0.0051650215421933637,-0.51517057537365818,-0.4488250785018133,13.327180334663913,0,51.650215421933638,0,-0.0051650215421933637,-0.51517057537365818,0,16.617407962856444,窗口内未获顺向开盘浮盈
157,277,-1,2021-05-21 10:12:00,2021-05-21 13:17:00,2021-05-21 10:02:00,2021-05-21 10:07:00,2021-05-21 13:12:00,2021-05-21 13:17:00,1328.5999999999999,1322.1099999999999,1328.5999999999999,1322.1099999999999,False,False,19,19,0.0048968110193172839,0.49088199922856185,0.42546126996095834,12.901719064702954,98.557244599109055,49.589134405936221,0,0.0048968110193172839,0.49088199922856185,98.557244599109055,14.021631879795112,顺向开盘浮盈超过后续回吐
158,278,1,2021-05-21 13:22:00,2021-05-21 13:57:00,2021-05-21 13:12:00,2021-05-21 13:17:00,2021-05-21 13:52:00,2021-05-21 13:57:00,1322.1099999999999,1317.97,1322.1099999999999,1317.97,False,False,8,8,-0.003136271168666804,-0.31313582077131058,-0.27273591688443677,13.174454981587392,3.3274598932194466,34.690171579887483,0,-0.003136271168666804,-0.31313582077131058,3.3274598932194466,15.258823580268693,有顺向开盘浮盈但全部回吐并倒亏
159,279,-1,2021-05-21 14:02:00,2021-05-24 10:37:00,2021-05-21 13:52:00,2021-05-21 13:57:00,2021-05-24 10:32:00,2021-05-24 10:37:00,1317.97,1315.5899999999999,1317.97,1315.5899999999999,False,False,25,25,0.0018074398517013237,0.18090742556573647,0.15707385822621989,13.017381123361172,84.500569469656924,66.426170952643687,17.798200539370001,0.0018074398517013246,0.18090742556573655,84.500569469656924,15.309425390195079,顺向开盘浮盈超过后续回吐
160,280,1,2021-05-24 10:42:00,2021-05-26 09:52:00,2021-05-24 10:32:00,2021-05-24 10:37:00,2021-05-26 09:47:00,2021-05-26 09:52:00,1315.5899999999999,1368.3699999999999,1315.5899999999999,1368.3699999999999,False,False,83,83,0.039335016257465209,4.0118882022513933,3.4896454247211772,9.5277356986399937,415.61465189626642,22.264489321614302,32.733358570628766,0.039335016257465195,4.0118882022513924,415.61465189626642,14.855422105640164,顺向开盘浮盈超过后续回吐
161,281,-1,2021-05-26 09:57:00,2021-05-26 10:27:00,2021-05-26 09:47:00,2021-05-26 09:52:00,2021-05-26 10:22:00,2021-05-26 10:27:00,1368.3699999999999,1370.78,1368.3699999999999,1370.78,False,False,7,7,-0.0017596704246705651,-0.17581231123884605,-0.15906137889833971,9.6867970775383334,19.677773764242751,37.2744780109484,0,-0.0017596704246705651,-0.17581231123884605,19.677773764242751,11.97300492980165,有顺向开盘浮盈但全部回吐并倒亏
162,282,1,2021-05-26 10:32:00,2021-05-26 11:02:00,2021-05-26 10:22:00,2021-05-26 10:27:00,2021-05-26 10:57:00,2021-05-26 11:02:00,1370.78,1368.1800000000001,1370.78,1368.1800000000001,False,False,7,7,-0.0018985313994785398,-0.18967303287179063,-0.17129979106669246,9.8580968686050259,12.394014549234146,31.379328544019547,0,-0.0018985313994785398,-0.18967303287179063,12.394014549234146,10.453702976930748,有顺向开盘浮盈但全部回吐并倒亏
163,283,-1,2021-05-26 11:07:00,2021-05-26 13:47:00,2021-05-26 10:57:00,2021-05-26 11:02:00,2021-05-26 13:42:00,2021-05-26 13:47:00,1368.1800000000001,1365.9400000000001,1368.1800000000001,1365.9400000000001,False,False,14,14,0.0016385531733598779,0.16398963351246496,0.14782337658634237,9.7102734920186844,46.226341908725146,29.840810175126368,0,0.0016385531733598775,0.1639896335124649,46.226341908725146,10.603791337007211,顺向开盘浮盈超过后续回吐
164,284,1,2021-05-26 13:52:00,2021-05-27 09:37:00,2021-05-26 13:42:00,2021-05-26 13:47:00,2021-05-26 14:57:00,2021-05-27 09:37:00,1365.9400000000001,1364.1300000000001,1365.9400000000001,1364.1300000000001,False,False,15,15,-0.0013259735209689954,-0.13250948065067883,-0.11964244767664889,9.8299159396953328,14.265702920109616,27.525438129799575,1.7595178966377434,-0.0013259735209689954,-0.13250948065067883,14.265702920109616,10.702976391425887,有顺向开盘浮盈但全部回吐并倒亏
165,285,-1,2021-05-27 09:42:00,2021-05-27 09:52:00,2021-05-26 14:57:00,2021-05-27 09:37:00,2021-05-27 09:47:00,2021-05-27 09:52:00,1364.1300000000001,1378.1300000000001,1364.1300000000001,1378.1300000000001,False,False,3,3,-0.010210644966758158,-1.0158693301793049,-0.91601022896553586,10.745926168660869,0,102.10644966758157,0,-0.010210644966758158,-1.0158693301793049,0,10.895275296117186,窗口内未获顺向开盘浮盈
166,286,1,2021-05-27 09:57:00,2021-05-27 13:27:00,2021-05-27 09:47:00,2021-05-27 09:52:00,2021-05-27 13:22:00,2021-05-27 13:27:00,1378.1300000000001,1395.5599999999999,1378.1300000000001,1395.5599999999999,False,False,24,24,0.012568260647731795,1.2647573160732239,1.1288474286752614,9.6170787399856081,149.87299222247515,24.190385745157197,0,0.012568260647731793,1.2647573160732237,149.87299222247515,15.291718321351084,顺向开盘浮盈超过后续回吐
167,287,-1,2021-05-27 13:32:00,2021-05-27 14:52:00,2021-05-27 13:22:00,2021-05-27 13:27:00,2021-05-27 14:47:00,2021-05-27 14:52:00,1395.5599999999999,1396.4100000000001,1395.5599999999999,1396.4100000000001,False,False,17,17,-0.00060888908280620074,-0.060870374746675067,-0.055016422877962601,9.6720951628635703,24.177215615293061,30.266106443355067,0,-0.00060888908280620096,-0.060870374746675088,24.177215615293061,16.801303843598266,有顺向开盘浮盈但全部回吐并倒亏
168,288,1,2021-05-27 14:57:00,2021-05-28 10:37:00,2021-05-27 14:47:00,2021-05-27 14:52:00,2021-05-28 10:32:00,2021-05-28 10:37:00,1396.4100000000001,1405.48,1396.4100000000001,1405.48,False,False,14,14,0.0064742239568056168,0.64952270464976392,0.58670025055163055,9.0853949123119389,116.26423614615106,51.521996578094885,23.759269773436205,0.0064742239568056203,0.64952270464976425,116.26423614615106,17.405125797819515,顺向开盘浮盈超过后续回吐
169,289,-1,2021-05-28 10:42:00,2021-05-31 09:42:00,2021-05-28 10:32:00,2021-05-28 10:37:00,2021-05-31 09:37:00,2021-05-31 09:42:00,1405.48,1415.72,1405.48,1415.72,False,False,35,35,-0.0072593541536297695,-0.7233068685898052,-0.65759158315054078,9.7429864954624801,160.87676132693923,233.47030286323692,-121.03726883729328,-0.0072593541536297729,-0.72330686858980553,160.87676132693923,16.540155118625442,有顺向开盘浮盈但全部回吐并倒亏
170,290,1,2021-05-31 09:47:00,2021-06-01 10:32:00,2021-05-31 09:37:00,2021-05-31 09:42:00,2021-06-01 10:27:00,2021-06-01 10:32:00,1415.72,1449.8199999999999,1415.72,1449.8199999999999,False,False,56,56,0.023801175190317343,2.4086683807531877,2.1739921456959355,7.5689943497665446,348.99367859079177,110.98192668761834,-44.676794401366429,0.023801175190317353,2.4086683807531886,348.99367859079177,33.284814832740338,顺向开盘浮盈超过后续回吐
171,291,-1,2021-06-01 10:37:00,2021-06-01 10:57:00,2021-06-01 10:27:00,2021-06-01 10:32:00,2021-06-01 10:52:00,2021-06-01 10:57:00,1449.8199999999999,1455.3800000000001,1449.8199999999999,1455.3800000000001,False,False,5,5,-0.0038276241141120384,-0.38203080982287724,-0.35311491941302231,7.9221092691795665,41.401057874668624,79.677299015789018,0,-0.0038276241141120384,-0.38203080982287724,41.401057874668624,21.1303093121819,有顺向开盘浮盈但全部回吐并倒亏
172,292,1,2021-06-01 11:02:00,2021-06-01 13:57:00,2021-06-01 10:52:00,2021-06-01 10:57:00,2021-06-01 13:52:00,2021-06-01 13:57:00,1455.3800000000001,1458.9400000000001,1455.3800000000001,1458.9400000000001,False,False,17,17,0.0024431097276481251,0.2446096552103455,0.22523141104161537,7.6968778581379516,84.840202916007883,60.409105639526643,0,0.0024431097276481255,0.24460965521034556,84.840202916007883,22.375011272009736,顺向开盘浮盈超过后续回吐
173,293,-1,2021-06-01 14:02:00,2021-06-02 10:32:00,2021-06-01 13:52:00,2021-06-01 13:57:00,2021-06-02 10:27:00,2021-06-02 10:32:00,1458.9400000000001,1453.22,1458.9400000000001,1453.22,False,False,24,24,0.0039283606367280285,0.39360867590596044,0.36331309688244495,7.3335647612555066,126.78217758345146,87.498571216171172,-10.808519259126461,0.0039283606367280302,0.3936086759059606,126.78217758345146,22.61268962166108,顺向开盘浮盈超过后续回吐
174,294,1,2021-06-02 10:37:00,2021-06-02 11:07:00,2021-06-02 10:27:00,2021-06-02 10:32:00,2021-06-02 11:02:00,2021-06-02 11:07:00,1453.22,1442.0899999999999,1453.22,1442.0899999999999,False,False,7,7,-0.0076883337707622417,-0.76588541308268365,-0.70971871031725309,8.0432834715727601,4.815729641698149,81.699067349320572,0,-0.0076883337707622417,-0.76588541308268365,4.815729641698149,22.37564648677947,有顺向开盘浮盈但全部回吐并倒亏
175,295,-1,2021-06-02 11:12:00,2021-06-03 10:12:00,2021-06-02 11:02:00,2021-06-02 11:07:00,2021-06-03 10:07:00,2021-06-03 10:12:00,1442.0899999999999,1426.5899999999999,1442.0899999999999,1426.5899999999999,False,False,35,35,0.010806469066084824,1.0865069851885052,0.99911614843135599,7.0441673231414033,207.53505355111582,99.470362890267566,11.632878907335371,0.010806469066084824,1.0865069851885052,207.53505355111582,19.598428740098171,顺向开盘浮盈超过后续回吐
176,296,1,2021-06-03 10:17:00,2021-06-03 10:37:00,2021-06-03 10:07:00,2021-06-03 10:12:00,2021-06-03 10:32:00,2021-06-03 10:37:00,1426.5899999999999,1420.54,1426.5899999999999,1420.54,False,False,5,5,-0.0042499001493291654,-0.42408821034775196,-0.39421472721313799,7.4383820503545417,25.972313148337395,68.47131464162905,0,-0.0042499001493291654,-0.42408821034775196,25.972313148337395,22.546154234129254,有顺向开盘浮盈但全部回吐并倒亏
177,297,-1,2021-06-03 10:42:00,2021-06-03 11:12:00,2021-06-03 10:32:00,2021-06-03 10:37:00,2021-06-03 11:07:00,2021-06-03 11:12:00,1420.54,1430.4200000000001,1420.54,1430.4200000000001,False,False,7,7,-0.0069310264277183311,-0.6907062261434227,-0.63932885819729668,8.0777109085518379,0,69.310264277183308,0,-0.0069310264277183311,-0.6907062261434227,0,20.371115497631468,窗口内未获顺向开盘浮盈
178,298,1,2021-06-03 11:17:00,2021-06-03 13:47:00,2021-06-03 11:07:00,2021-06-03 11:12:00,2021-06-03 13:42:00,2021-06-03 13:47:00,1430.4200000000001,1429.6700000000001,1430.4200000000001,1429.6700000000001,False,False,12,12,-0.00052445903254148591,-0.052432152794263893,-0.048196835068403665,8.1259077436202425,48.26075704481552,53.505347370230375,0,-0.00052445903254148591,-0.052432152794263893,48.26075704481552,20.083280679162808,有顺向开盘浮盈但全部回吐并倒亏
179,299,-1,2021-06-03 13:52:00,2021-06-04 09:57:00,2021-06-03 13:42:00,2021-06-03 13:47:00,2021-06-04 09:52:00,2021-06-04 09:57:00,1429.6700000000001,1425.6700000000001,1429.6700000000001,1425.6700000000001,False,False,19,19,0.0028017697483575074,0.28056983733963659,0.25777099120098956,7.868136752419252,153.79930439948293,125.78160691590787,39.698063689557031,0.0028017697483575092,0.28056983733963675,153.79930439948293,17.945362021072651,顺向开盘浮盈超过后续回吐
180,300,1,2021-06-04 10:02:00,2021-06-04 11:07:00,2021-06-04 09:52:00,2021-06-04 09:57:00,2021-06-04 11:02:00,2021-06-04 11:07:00,1425.6700000000001,1435.26,1425.6700000000001,1435.26,False,False,14,14,0.006704138807241306,0.67266618502179243,0.61973988969699079,7.2483968627222612,119.85376326586695,52.812375193453882,0,0.0067041388072413095,0.67266618502179287,119.85376326586695,19.112853348963483,顺向开盘浮盈超过后续回吐
181,301,-1,2021-06-04 11:12:00,2021-06-04 13:22:00,2021-06-04 11:02:00,2021-06-04 11:07:00,2021-06-04 13:17:00,2021-06-04 13:22:00,1435.26,1441.1300000000001,1435.26,1441.1300000000001,False,False,8,8,-0.0040815106080140436,-0.40731925641685068,-0.37779514021346605,7.6261920029357277,67.04138807241165,107.85649415255209,0,-0.0040815106080140445,-0.40731925641685079,67.04138807241165,20.019353091527982,有顺向开盘浮盈但全部回吐并倒亏
182,302,1,2021-06-04 13:27:00,2021-06-04 14:02:00,2021-06-04 13:17:00,2021-06-04 13:22:00,2021-06-04 13:57:00,2021-06-04 14:02:00,1441.1300000000001,1433.76,1441.1300000000001,1433.76,False,False,8,8,-0.0051271639228558626,-0.51140424527974881,-0.47240357562354784,8.0985955785592765,15.115588572297026,66.387227800855655,0,-0.0051271639228558635,-0.51140424527974893,15.115588572297026,22.703829243783765,有顺向开盘浮盈但全部回吐并倒亏
183,303,-1,2021-06-04 14:07:00,2021-06-07 09:42:00,2021-06-04 13:57:00,2021-06-04 14:02:00,2021-06-07 09:37:00,2021-06-07 09:42:00,1433.76,1448.4400000000001,1433.76,1448.4400000000001,False,False,13,13,-0.010186751054718468,-1.0135041838115679,-0.93142457879289431,9.030020157352169,50.834826716647811,152.7023372638325,-124.66261637666938,-0.01018675105471847,-1.0135041838115681,50.834826716647811,23.047291074170566,有顺向开盘浮盈但全部回吐并倒亏
184,304,1,2021-06-07 09:47:00,2021-06-07 11:07:00,2021-06-07 09:37:00,2021-06-07 09:42:00,2021-06-07 11:02:00,2021-06-07 11:07:00,1448.4400000000001,1436.98,1448.4400000000001,1436.98,False,False,17,17,-0.0079434260929388475,-0.79119604540056165,-0.71975088301671208,9.7497710403688824,0,79.434260929388472,0,-0.0079434260929388458,-0.79119604540056154,0,27.833544224976826,窗口内未获顺向开盘浮盈
185,305,-1,2021-06-07 11:12:00,2021-06-07 14:22:00,2021-06-07 11:02:00,2021-06-07 11:07:00,2021-06-07 14:17:00,2021-06-07 14:22:00,1436.98,1432.6800000000001,1436.98,1432.6800000000001,False,False,20,20,0.0029968729523915058,0.3001368065443808,0.27087415509842172,9.4788968852704603,76.77379770756967,46.805068183654612,0,0.0029968729523915049,0.30013680654438069,76.77379770756967,27.357581584961554,顺向开盘浮盈超过后续回吐
186,306,1,2021-06-07 14:27:00,2021-06-08 10:27:00,2021-06-07 14:17:00,2021-06-07 14:22:00,2021-06-08 10:22:00,2021-06-08 10:27:00,1432.6800000000001,1436.1300000000001,1432.6800000000001,1436.1300000000001,False,False,18,18,0.0024051796132584535,0.24080743780890176,0.21798154908694301,9.2609153361835173,66.021075678241772,41.969279545657244,38.309686255513455,0.0024051796132584535,0.24080743780890176,66.021075678241772,25.030313153301979,顺向开盘浮盈超过后续回吐
187,307,-1,2021-06-08 10:32:00,2021-06-08 11:27:00,2021-06-08 10:22:00,2021-06-08 10:27:00,2021-06-08 11:22:00,2021-06-08 11:27:00,1436.1300000000001,1427.8199999999999,1436.1300000000001,1427.8199999999999,False,False,12,12,0.0058031902242156623,0.58200613522714306,0.52810703979235818,8.7328082963911591,98.314071873996625,40.282169631839999,0,0.0058031902242156623,0.58200613522714306,98.314071873996625,15.800469576126998,顺向开盘浮盈超过后续回吐
188,308,1,2021-06-08 13:07:00,2021-06-08 13:17:00,2021-06-08 11:22:00,2021-06-08 11:27:00,2021-06-08 13:12:00,2021-06-08 13:17:00,1427.8199999999999,1421.52,1427.8199999999999,1421.52,False,False,3,3,-0.0044220838975203526,-0.44123208807833048,-0.40270013568428631,9.1355084320754454,0,44.220838975203527,0,-0.0044220838975203526,-0.44123208807833048,0,15.522006381715913,窗口内未获顺向开盘浮盈
189,309,-1,2021-06-08 13:22:00,2021-06-08 14:17:00,2021-06-08 13:12:00,2021-06-08 13:17:00,2021-06-08 14:12:00,2021-06-08 14:17:00,1421.52,1420.1199999999999,1421.52,1420.1199999999999,False,False,12,12,0.00098534656977846834,0.098583218319582944,0.089577140097385488,9.0459312919780608,71.658577869926859,61.805112172142174,0,0.00098534656977846834,0.098583218319582944,71.658577869926859,15.500998945069584,顺向开盘浮盈超过后续回吐
190,310,1,2021-06-08 14:22:00,2021-06-09 10:42:00,2021-06-08 14:12:00,2021-06-08 14:17:00,2021-06-09 10:37:00,2021-06-09 10:42:00,1420.1199999999999,1425.7,1420.1199999999999,1425.7,False,False,22,22,0.0039215460928744908,0.3929245415880579,0.35738085752667903,8.6885504344513809,153.72878068568789,114.51331975694301,35.17909770306067,0.0039215460928744908,0.3929245415880579,153.72878068568789,16.738577985185099,顺向开盘浮盈超过后续回吐
191,311,-1,2021-06-09 10:47:00,2021-06-09 11:17:00,2021-06-09 10:37:00,2021-06-09 10:42:00,2021-06-09 11:12:00,2021-06-09 11:17:00,1425.7,1435.0599999999999,1425.7,1435.0599999999999,False,False,7,7,-0.0065437390064051349,-0.65223753710645349,-0.59556754974252613,9.284117984193907,0,65.437390064051343,0,-0.0065437390064051349,-0.65223753710645349,0,23.290173824565215,窗口内未获顺向开盘浮盈
192,312,1,2021-06-09 11:22:00,2021-06-09 13:27:00,2021-06-09 11:12:00,2021-06-09 11:17:00,2021-06-09 13:22:00,2021-06-09 13:27:00,1435.0599999999999,1430.0899999999999,1435.0599999999999,1430.0899999999999,False,False,7,7,-0.0034692808298843287,-0.34632698284392527,-0.31417357714560445,9.5982915613395114,2.2992910620571254,36.992099360900411,0,-0.0034692808298843287,-0.34632698284392527,2.2992910620571254,22.978446593127487,有顺向开盘浮盈但全部回吐并倒亏
193,313,-1,2021-06-09 13:32:00,2021-06-09 14:47:00,2021-06-09 13:22:00,2021-06-09 13:27:00,2021-06-09 14:42:00,2021-06-09 14:47:00,1430.0899999999999,1426.1099999999999,1430.0899999999999,1426.1099999999999,False,False,16,16,0.0027869214873133602,0.27908085631545276,0.25229386203441395,9.3459976993050979,81.585534123386722,53.716319250253122,0,0.0027869214873133584,0.2790808563154526,81.585534123386722,22.219232913467948,顺向开盘浮盈超过后续回吐
194,314,1,2021-06-09 14:52:00,2021-06-10 13:52:00,2021-06-09 14:42:00,2021-06-09 14:47:00,2021-06-10 13:47:00,2021-06-10 13:52:00,1426.1099999999999,1445.4100000000001,1426.1099999999999,1445.4100000000001,False,False,35,35,0.013442560475894148,1.3533317906753357,1.2268494326548529,8.1191482666502441,190.51502550986964,56.089420750928177,19.457165393179398,0.013442560475894151,1.3533317906753362,190.51502550986964,21.20923477684622,顺向开盘浮盈超过后续回吐
195,315,-1,2021-06-10 13:57:00,2021-06-10 14:37:00,2021-06-10 13:47:00,2021-06-10 13:52:00,2021-06-10 14:32:00,2021-06-10 14:37:00,1445.4100000000001,1449.9200000000001,1445.4100000000001,1449.9200000000001,False,False,9,9,-0.0031153641537562163,-0.31105164422864662,-0.28579690004786329,8.4049451666981074,11.560494858276144,42.714136395838302,0,-0.0031153641537562168,-0.31105164422864662,11.560494858276144,15.906603531830926,有顺向开盘浮盈但全部回吐并倒亏
196,316,1,2021-06-10 14:42:00,2021-06-11 09:52:00,2021-06-10 14:32:00,2021-06-10 14:37:00,2021-06-11 09:47:00,2021-06-11 09:52:00,1449.9200000000001,1444.9300000000001,1449.9200000000001,1444.9300000000001,False,False,8,8,-0.0034475050122109632,-0.34415691900245093,-0.31523071867289865,8.7201758853710061,30.781862332344179,65.256912454453811,26.506678330891116,-0.0034475050122109632,-0.34415691900245093,30.781862332344179,15.786852677352003,有顺向开盘浮盈但全部回吐并倒亏
197,317,-1,2021-06-11 09:57:00,2021-06-11 10:37:00,2021-06-11 09:47:00,2021-06-11 09:52:00,2021-06-11 10:32:00,2021-06-11 10:37:00,1444.9300000000001,1444.4200000000001,1444.9300000000001,1444.4200000000001,False,False,9,9,0.00035302057922846587,0.035308289832623754,0.03222934485710427,8.6879465405139022,75.582684113678184,72.052478321393522,0,0.00035302057922846587,0.035308289832623754,75.582684113678184,14.4929355526517,顺向开盘浮盈超过后续回吐
198,318,1,2021-06-11 10:42:00,2021-06-11 13:12:00,2021-06-11 10:32:00,2021-06-11 10:37:00,2021-06-11 13:07:00,2021-06-11 13:12:00,1444.4200000000001,1446.6300000000001,1444.4200000000001,1446.6300000000001,False,False,12,12,0.0015288565956807659,0.153002589274576,0.13970980611279771,8.5482367344011045,69.887175313304255,54.598609356496588,0,0.001528856595680765,0.15300258927457591,69.887175313304255,18.477506738677473,顺向开盘浮盈超过后续回吐
199,319,-1,2021-06-11 13:17:00,2021-06-11 13:57:00,2021-06-11 13:07:00,2021-06-11 13:12:00,2021-06-11 13:52:00,2021-06-11 13:57:00,1446.6300000000001,1449.49,1446.6300000000001,1449.49,False,False,9,9,-0.0019750569242312503,-0.19731077827372501,-0.18044418584439725,8.7286809202455018,26.926301237235457,46.676870479547965,0,-0.0019750569242312499,-0.19731077827372495,26.926301237235457,18.998228427204936,有顺向开盘浮盈但全部回吐并倒亏
200,320,1,2021-06-11 14:02:00,2021-06-11 14:57:00,2021-06-11 13:52:00,2021-06-11 13:57:00,2021-06-11 14:52:00,2021-06-11 14:57:00,1449.49,1444.01,1449.49,1444.01,False,False,12,12,-0.0037878047706978606,-0.37806400872028706,-0.34506400772480461,9.0737449279703064,0,37.878047706978606,0,-0.0037878047706978606,-0.37806400872028706,0,17.729661883142001,窗口内未获顺向开盘浮盈
201,321,-1,2021-06-15 09:37:00,2021-06-15 09:47:00,2021-06-11 14:52:00,2021-06-11 14:57:00,2021-06-15 09:42:00,2021-06-15 09:47:00,1444.01,1449.8,1444.01,1449.8,False,False,3,3,-0.0040016502302288419,-0.39936542971445177,-0.36312802929167054,9.4368729572619774,0,40.016502302288416,-30.476636252571264,-0.0040016502302288419,-0.39936542971445177,0,17.28997108910529,窗口内未获顺向开盘浮盈
202,322,1,2021-06-15 09:52:00,2021-06-15 10:07:00,2021-06-15 09:42:00,2021-06-15 09:47:00,2021-06-15 10:02:00,2021-06-15 10:07:00,1449.8,1442.8199999999999,1449.8,1442.8199999999999,False,False,4,4,-0.0048260839983429648,-0.48144571665056385,-0.43601229601206715,9.8728852532740436,5.3096675120083487,53.570507495438001,0,-0.0048260839983429648,-0.48144571665056385,5.3096675120083487,22.129982488288572,有顺向开盘浮盈但全部回吐并倒亏
203,323,-1,2021-06-15 10:12:00,2021-06-15 10:32:00,2021-06-15 10:02:00,2021-06-15 10:07:00,2021-06-15 10:27:00,2021-06-15 10:32:00,1442.8199999999999,1451.8499999999999,1442.8199999999999,1451.8499999999999,False,False,5,5,-0.0062390733947729864,-0.6219650790370943,-0.56055918046833408,10.433444433742379,46.544992920533907,108.93572686826377,0,-0.0062390733947729864,-0.6219650790370943,46.544992920533907,22.988504022479102,有顺向开盘浮盈但全部回吐并倒亏
204,324,1,2021-06-15 10:37:00,2021-06-15 11:27:00,2021-06-15 10:27:00,2021-06-15 10:32:00,2021-06-15 11:22:00,2021-06-15 11:27:00,1451.8499999999999,1457.3099999999999,1451.8499999999999,1457.3099999999999,False,False,11,11,0.0037536652579781586,0.37607190825498982,0.33683465467628793,10.096609779066091,97.467460202511631,59.930807622730036,0,0.0037536652579781586,0.37607190825498982,97.467460202511631,23.948758060368835,顺向开盘浮盈超过后续回吐
205,325,-1,2021-06-15 13:07:00,2021-06-16 14:22:00,2021-06-15 11:22:00,2021-06-15 11:27:00,2021-06-16 14:17:00,2021-06-16 14:22:00,1457.3099999999999,1412.1500000000001,1457.3099999999999,1412.1500000000001,False,False,62,62,0.031478904815630843,3.1979605565980722,2.87507495830992,7.2215348207561707,356.72794704850236,41.938898892193919,-26.635400786961476,0.031478904815630843,3.1979605565980722,356.72794704850236,23.596830999293328,顺向开盘浮盈超过后续回吐
206,326,1,2021-06-16 14:27:00,2021-06-16 14:52:00,2021-06-16 14:17:00,2021-06-16 14:22:00,2021-06-16 14:47:00,2021-06-16 14:52:00,1412.1500000000001,1406.78,1412.1500000000001,1406.78,False,False,6,6,-0.0038099608687123874,-0.38027121764684785,-0.35280979925116362,7.5743446200073343,0,38.099608687123876,0,-0.0038099608687123874,-0.38027121764684785,0,24.242486399604346,窗口内未获顺向开盘浮盈
207,327,-1,2021-06-16 14:57:00,2021-06-17 09:47:00,2021-06-16 14:47:00,2021-06-16 14:52:00,2021-06-17 09:42:00,2021-06-17 09:47:00,1406.78,1416.0699999999999,1406.78,1416.0699999999999,False,False,4,4,-0.0065820242232010051,-0.65604101492157896,-0.60635020760282377,8.1806948276101572,8.1068977068542623,73.927139938864315,-80.245486113059329,-0.0065820242232010051,-0.65604101492157896,8.1068977068542623,24.029738570527261,有顺向开盘浮盈但全部回吐并倒亏
