sequence,global_trade,direction,first_booking,last_booking,entry_signal_label,entry_fill_bar_label,exit_signal_label,exit_fill_bar_label,entry_price,exit_price,fragment_start_price,fragment_end_price,inherited_at_peak,continues_after_trough,fragment_bars,full_trade_bars,fragment_log_pnl,fragment_geometric_pct,peak_nav_contribution_pp,cumulative_drawdown_pct,fragment_mfe_log_bp,fragment_giveback_log_bp,overnight_gap_log_bp,full_trade_log_pnl,full_trade_geometric_pct,full_trade_mfe_log_bp,entry_threshold_log_bp,observed_shape_not_causal_verdict
36,156,1,2021-03-24 09:52:00,2021-03-24 10:12:00,2021-03-24 09:42:00,2021-03-24 09:47:00,2021-03-24 10:07:00,2021-03-24 10:12:00,1241.02,1233.03,1241.02,1233.03,False,False,5,5,-0.0064590673416045977,-0.64382524052795975,-0.58987904691155668,8.9688909620325834,0,64.590673416045973,0,-0.0064590673416045977,-0.64382524052795975,0,16.324657242958523,窗口内未获顺向开盘浮盈
37,157,-1,2021-03-24 10:17:00,2021-03-24 14:37:00,2021-03-24 10:07:00,2021-03-24 10:12:00,2021-03-24 14:32:00,2021-03-24 14:37:00,1233.03,1224.3699999999999,1233.03,1224.3699999999999,False,False,34,34,0.0070481287943111653,0.70730253109764518,0.64386533831179982,8.3250256237207836,105.99106179692683,35.509773853815176,0,0.0070481287943111705,0.70730253109764563,105.99106179692683,13.942359376400969,顺向开盘浮盈超过后续回吐
38,158,1,2021-03-24 14:42:00,2021-03-24 14:57:00,2021-03-24 14:32:00,2021-03-24 14:37:00,2021-03-24 14:52:00,2021-03-24 14:57:00,1224.3699999999999,1221.6199999999999,1224.3699999999999,1221.6199999999999,False,False,4,4,-0.00224857923269642,-0.22460530721923189,-0.20590685784099838,8.5309324815617806,0,22.485792326964201,0,-0.00224857923269642,-0.22460530721923189,0,13.361532067939404,窗口内未获顺向开盘浮盈
39,159,-1,2021-03-25 09:37:00,2021-03-25 10:12:00,2021-03-24 14:52:00,2021-03-24 14:57:00,2021-03-25 10:07:00,2021-03-25 10:12:00,1221.6199999999999,1224.3299999999999,1221.6199999999999,1224.3299999999999,False,False,8,8,-0.0022159088361565086,-0.22134555226123895,-0.2024627126468892,8.7333951942086703,68.668951658954597,90.828040020519694,77.01503643887699,-0.0022159088361565086,-0.22134555226123895,68.668951658954597,12.913931160501548,有顺向开盘浮盈但全部回吐并倒亏
40,160,1,2021-03-25 10:17:00,2021-03-25 11:27:00,2021-03-25 10:07:00,2021-03-25 10:12:00,2021-03-25 11:22:00,2021-03-25 11:27:00,1224.3299999999999,1222.6500000000001,1224.3299999999999,1222.6500000000001,False,False,15,15,-0.0013731213691689417,-0.13721790693683858,-0.12523412484682916,8.858629319055499,49.374367023750636,63.105580715440048,0,-0.0013731213691689417,-0.13721790693683858,49.374367023750636,16.151034578655825,有顺向开盘浮盈但全部回吐并倒亏
41,161,-1,2021-03-25 13:07:00,2021-03-25 13:22:00,2021-03-25 11:22:00,2021-03-25 11:27:00,2021-03-25 13:17:00,2021-03-25 13:22:00,1222.6500000000001,1229.4000000000001,1222.6500000000001,1229.4000000000001,False,False,4,4,-0.0055056112643331063,-0.54904831625184647,-0.50041016113258063,9.3590394801880805,0,55.056112643331062,0,-0.0055056112643331063,-0.54904831625184647,0,16.032043891990206,窗口内未获顺向开盘浮盈
42,162,1,2021-03-25 13:27:00,2021-03-25 14:02:00,2021-03-25 13:17:00,2021-03-25 13:22:00,2021-03-25 13:57:00,2021-03-25 14:02:00,1229.4000000000001,1224.9200000000001,1229.4000000000001,1224.9200000000001,False,False,8,8,-0.0036507097490684902,-0.36440540100863589,-0.33030055566029004,9.689340035848371,17.148132333588794,53.655229824273697,0,-0.0036507097490684906,-0.36440540100863589,17.148132333588794,16.198552585260764,有顺向开盘浮盈但全部回吐并倒亏
43,163,-1,2021-03-25 14:07:00,2021-03-26 09:47:00,2021-03-25 13:57:00,2021-03-25 14:02:00,2021-03-26 09:42:00,2021-03-26 09:47:00,1224.9200000000001,1234.9000000000001,1224.9200000000001,1234.9000000000001,False,False,14,14,-0.008114459399935792,-0.80816260425943387,-0.72985698149017342,10.419197017338544,33.691541936482992,114.83613593584091,-68.661458213677292,-0.008114459399935792,-0.80816260425943387,33.691541936482992,16.416916487452387,有顺向开盘浮盈但全部回吐并倒亏
44,164,1,2021-03-26 09:52:00,2021-03-29 09:47:00,2021-03-26 09:42:00,2021-03-26 09:47:00,2021-03-29 09:42:00,2021-03-29 09:47:00,1234.9000000000001,1249.1400000000001,1234.9000000000001,1249.1400000000001,False,False,46,46,0.011465319391960459,1.1531298080816228,1.0329829415119396,9.3862140758266044,193.83358057252761,79.180386652923033,19.159454609423932,0.011465319391960459,1.1531298080816228,193.83358057252761,20.925601157198169,顺向开盘浮盈超过后续回吐
45,165,-1,2021-03-29 09:52:00,2021-03-29 10:12:00,2021-03-29 09:42:00,2021-03-29 09:47:00,2021-03-29 10:07:00,2021-03-29 10:12:00,1249.1400000000001,1257.1400000000001,1249.1400000000001,1257.1400000000001,False,False,5,5,-0.006383985165392023,-0.63636508264792202,-0.57663449368677844,9.9628485695133833,0,63.839851653920228,0,-0.006383985165392023,-0.63636508264792202,0,17.390402036899737,窗口内未获顺向开盘浮盈
46,166,1,2021-03-29 10:17:00,2021-03-29 13:12:00,2021-03-29 10:07:00,2021-03-29 10:12:00,2021-03-29 13:07:00,2021-03-29 13:12:00,1257.1400000000001,1257.3199999999999,1257.1400000000001,1257.3199999999999,False,False,17,17,0.00014317189401086657,0.014318214359562887,0.012891712345064477,9.9499568571683188,46.980484792328539,45.548765852219873,0,0.00014317189401086592,0.014318214359562823,46.980484792328539,12.106747619545734,顺向开盘浮盈超过后续回吐
47,167,-1,2021-03-29 13:17:00,2021-03-29 14:42:00,2021-03-29 13:07:00,2021-03-29 13:12:00,2021-03-29 14:37:00,2021-03-29 14:42:00,1257.3199999999999,1252.1099999999999,1257.3199999999999,1252.1099999999999,False,False,18,18,0.0041523433495895519,0.41609762720528942,0.37469609281465255,9.5752607643536649,70.5566020668915,29.033168570995983,0,0.0041523433495895537,0.41609762720528959,70.5566020668915,12.658616799386378,顺向开盘浮盈超过后续回吐
48,168,1,2021-03-29 14:47:00,2021-03-30 10:02:00,2021-03-29 14:37:00,2021-03-29 14:42:00,2021-03-30 09:57:00,2021-03-30 10:02:00,1252.1099999999999,1249.21,1252.1099999999999,1249.21,False,False,9,9,-0.0023187767253890347,-0.23160904393382664,-0.20943187402333585,9.7846926383770025,14.84390236169226,38.031669615582608,-9.2025405504579343,-0.0023187767253890347,-0.23160904393382664,14.84390236169226,13.420855756844487,有顺向开盘浮盈但全部回吐并倒亏
49,169,-1,2021-03-30 10:07:00,2021-03-30 10:22:00,2021-03-30 09:57:00,2021-03-30 10:02:00,2021-03-30 10:17:00,2021-03-30 10:22:00,1249.21,1254.6600000000001,1249.21,1254.6600000000001,False,False,4,4,-0.0043532680266018756,-0.4343806290150436,-0.39187781958527346,10.176570457962274,0,43.532680266018758,0,-0.0043532680266018756,-0.4343806290150436,0,17.61168896535613,窗口内未获顺向开盘浮盈
50,170,1,2021-03-30 10:27:00,2021-03-30 11:07:00,2021-03-30 10:17:00,2021-03-30 10:22:00,2021-03-30 11:02:00,2021-03-30 11:07:00,1254.6600000000001,1251.6900000000001,1254.6600000000001,1251.6900000000001,False,False,9,9,-0.0023699813594758013,-0.23671751709629182,-0.21262779218264027,10.389198250144915,27.459752924929546,51.159566519687566,0,-0.0023699813594758009,-0.2367175170962918,27.459752924929546,17.278519211899329,有顺向开盘浮盈但全部回吐并倒亏
51,171,-1,2021-03-30 11:12:00,2021-03-31 09:42:00,2021-03-30 11:02:00,2021-03-30 11:07:00,2021-03-31 09:37:00,2021-03-31 09:42:00,1251.6900000000001,1253.3599999999999,1251.6900000000001,1253.3599999999999,False,False,29,29,-0.001333306917943684,-0.13324184591815724,-0.11939908639356789,10.508597336538482,46.605571314250078,59.938640493686918,18.833831117861479,-0.001333306917943684,-0.13324184591815724,46.605571314250078,17.074529678945311,有顺向开盘浮盈但全部回吐并倒亏
52,172,1,2021-03-31 09:47:00,2021-03-31 09:57:00,2021-03-31 09:37:00,2021-03-31 09:42:00,2021-03-31 09:52:00,2021-03-31 09:57:00,1253.3599999999999,1240.6500000000001,1253.3599999999999,1240.6500000000001,False,False,3,3,-0.010192509279206336,-1.014074168634693,-0.90750919755903103,11.416106534097514,0,101.92509279206335,0,-0.010192509279206336,-1.014074168634693,0,16.647041334579715,窗口内未获顺向开盘浮盈
53,173,-1,2021-03-31 10:02:00,2021-03-31 10:32:00,2021-03-31 09:52:00,2021-03-31 09:57:00,2021-03-31 10:27:00,2021-03-31 10:32:00,1240.6500000000001,1241.8599999999999,1240.6500000000001,1241.8599999999999,False,False,7,7,-0.00097481991679318741,-0.097434493421146309,-0.08631126785122456,11.502417801948738,14.034750404205671,23.782949572137543,0,-0.00097481991679318741,-0.097434493421146309,14.034750404205671,15.973197163241464,有顺向开盘浮盈但全部回吐并倒亏
54,174,1,2021-03-31 10:37:00,2021-03-31 10:42:00,2021-03-31 10:27:00,2021-03-31 10:32:00,2021-03-31 10:37:00,2021-03-31 10:42:00,1241.8599999999999,1237.3,1241.8599999999999,1237.3,False,False,2,2,-0.0036786695028883844,-0.36719114876073028,-0.32495528869849188,11.827373090647232,0,36.786695028883841,0,-0.0036786695028883844,-0.36719114876073028,0,13.341485283200576,窗口内未获顺向开盘浮盈
55,175,-1,2021-03-31 10:47:00,2021-03-31 11:17:00,2021-03-31 10:37:00,2021-03-31 10:42:00,2021-03-31 11:12:00,2021-03-31 11:17:00,1237.3,1242.6600000000001,1237.3,1242.6600000000001,False,False,7,7,-0.0043226570961846034,-0.43133278612011039,-0.38031744824340574,12.207690538890636,1.535719629110774,44.762290590956809,0,-0.0043226570961846034,-0.43133278612011039,1.535719629110774,13.650130359409163,有顺向开盘浮盈但全部回吐并倒亏
56,176,1,2021-03-31 11:22:00,2021-04-01 11:07:00,2021-03-31 11:12:00,2021-03-31 11:17:00,2021-04-01 11:02:00,2021-04-01 11:07:00,1242.6600000000001,1265.6900000000001,1242.6600000000001,1265.6900000000001,False,False,44,44,0.018363184684702379,1.8532824746913663,1.6270394853695525,10.580651053521084,205.96623252457167,22.334385677547886,7.7647524183644103,0.018363184684702376,1.8532824746913659,205.96623252457167,14.262004279702738,顺向开盘浮盈超过后续回吐
57,177,-1,2021-04-01 11:12:00,2021-04-01 13:17:00,2021-04-01 11:02:00,2021-04-01 11:07:00,2021-04-01 13:12:00,2021-04-01 13:17:00,1265.6900000000001,1269.02,1265.6900000000001,1269.02,False,False,7,7,-0.0026275210306683609,-0.2624072118642648,-0.23464282043763607,10.815293873958719,11.067282293924238,37.342492600607848,0,-0.0026275210306683609,-0.2624072118642648,11.067282293924238,15.494646849846733,有顺向开盘浮盈但全部回吐并倒亏
58,178,1,2021-04-01 13:22:00,2021-04-01 13:42:00,2021-04-01 13:12:00,2021-04-01 13:17:00,2021-04-01 13:37:00,2021-04-01 13:42:00,1269.02,1263.2,1269.02,1263.2,False,False,5,5,-0.0045967650900532635,-0.45862161352855274,-0.40902033825594986,11.22431421221467,0,45.967650900532632,0,-0.0045967650900532635,-0.45862161352855274,0,16.181851331290375,窗口内未获顺向开盘浮盈
59,179,-1,2021-04-01 13:47:00,2021-04-01 14:42:00,2021-04-01 13:37:00,2021-04-01 13:42:00,2021-04-01 14:37:00,2021-04-01 14:42:00,1263.2,1269.02,1263.2,1269.02,False,False,12,12,-0.0045967650900530285,-0.45862161352852931,-0.4071444825809567,11.631458694795626,0,45.967650900530288,0,-0.0045967650900530285,-0.45862161352852931,0,16.539699306970945,窗口内未获顺向开盘浮盈
60,180,1,2021-04-01 14:47:00,2021-04-02 13:22:00,2021-04-01 14:37:00,2021-04-01 14:42:00,2021-04-02 13:17:00,2021-04-02 13:22:00,1269.02,1298.0999999999999,1269.02,1298.0999999999999,False,False,30,30,0.022656707867462818,2.2915320483522299,2.0249934446701423,9.6064652501254848,249.26681717933823,22.699738504710041,55.152477481937872,0.022656707867462822,2.2915320483522303,249.26681717933823,16.484368645342737,顺向开盘浮盈超过后续回吐
61,181,-1,2021-04-02 13:27:00,2021-04-02 14:42:00,2021-04-02 13:17:00,2021-04-02 13:22:00,2021-04-02 14:37:00,2021-04-02 14:42:00,1298.0999999999999,1299.8299999999999,1298.0999999999999,1299.8299999999999,False,False,16,16,-0.0013318297688683725,-0.13309432771974244,-0.1203086673774667,9.7267739175029515,16.88505842550342,30.203356114187141,0,-0.0013318297688683723,-0.13309432771974242,16.88505842550342,22.549463263314792,有顺向开盘浮盈但全部回吐并倒亏
62,182,1,2021-04-02 14:47:00,2021-04-06 09:57:00,2021-04-02 14:37:00,2021-04-02 14:42:00,2021-04-06 09:52:00,2021-04-06 09:57:00,1299.8299999999999,1296.78,1299.8299999999999,1296.78,False,False,8,8,-0.0023492179439354131,-0.23464606910133284,-0.21182257645353531,9.9385964939564868,64.874543129603154,88.366722568957286,62.336071814158487,-0.0023492179439354123,-0.23464606910133276,64.874543129603154,22.571291301020675,有顺向开盘浮盈但全部回吐并倒亏
63,183,-1,2021-04-06 10:02:00,2021-04-06 11:07:00,2021-04-06 09:52:00,2021-04-06 09:57:00,2021-04-06 11:02:00,2021-04-06 11:07:00,1296.78,1298.9200000000001,1296.78,1298.9200000000001,False,False,14,14,-0.0016488812149743231,-0.16475225572014665,-0.14837819380942863,10.086974687765915,34.065266706255095,50.554078855998327,0,-0.0016488812149743231,-0.16475225572014665,34.065266706255095,16.237851158592321,有顺向开盘浮盈但全部回吐并倒亏
64,184,1,2021-04-06 11:12:00,2021-04-06 13:07:00,2021-04-06 11:02:00,2021-04-06 11:07:00,2021-04-06 11:27:00,2021-04-06 13:07:00,1298.9200000000001,1293.3599999999999,1298.9200000000001,1293.3599999999999,False,False,5,5,-0.0042896666455054626,-0.42804791673084025,-0.38487083171869774,10.471845519484614,0,42.896666455054628,0,-0.0042896666455054626,-0.42804791673084025,0,13.634205487811737,窗口内未获顺向开盘浮盈
65,185,-1,2021-04-06 13:12:00,2021-04-06 13:37:00,2021-04-06 11:27:00,2021-04-06 13:07:00,2021-04-06 13:32:00,2021-04-06 13:37:00,1293.3599999999999,1297.8900000000001,1293.3599999999999,1297.8900000000001,False,False,6,6,-0.0034963856168475993,-0.34902803781523756,-0.31247836087553438,10.784323880360148,0,34.963856168475992,0,-0.0034963856168475993,-0.34902803781523756,0,14.076027511321733,窗口内未获顺向开盘浮盈
66,186,1,2021-04-06 13:42:00,2021-04-07 09:42:00,2021-04-06 13:32:00,2021-04-06 13:37:00,2021-04-07 09:37:00,2021-04-07 09:42:00,1297.8900000000001,1291.4100000000001,1297.8900000000001,1291.4100000000001,False,False,18,18,-0.0050052242136638236,-0.49927189515290404,-0.44542879693599824,11.229752677296146,12.781817682038042,62.83405981867628,12.86411590259166,-0.0050052242136638236,-0.49927189515290404,12.781817682038042,13.140110345017607,有顺向开盘浮盈但全部回吐并倒亏
67,187,-1,2021-04-07 09:47:00,2021-04-07 10:27:00,2021-04-07 09:37:00,2021-04-07 09:42:00,2021-04-07 10:22:00,2021-04-07 10:27:00,1291.4100000000001,1294.55,1291.4100000000001,1294.55,False,False,9,9,-0.0024284997008521148,-0.24255532810627331,-0.21531696465433292,11.445069641950479,59.881116056537621,84.166113065058767,0,-0.0024284997008521153,-0.24255532810627334,59.881116056537621,14.275815563859624,有顺向开盘浮盈但全部回吐并倒亏
68,188,1,2021-04-07 10:32:00,2021-04-07 11:02:00,2021-04-07 10:22:00,2021-04-07 10:27:00,2021-04-07 10:57:00,2021-04-07 11:02:00,1294.55,1288.27,1294.55,1288.27,False,False,7,7,-0.0048629113726338831,-0.48511065621258309,-0.42958940376853771,11.874659045719016,0,48.629113726338829,0,-0.0048629113726338831,-0.48511065621258309,0,14.315392277256189,窗口内未获顺向开盘浮盈
69,189,-1,2021-04-07 11:07:00,2021-04-07 13:17:00,2021-04-07 10:57:00,2021-04-07 11:02:00,2021-04-07 13:12:00,2021-04-07 13:17:00,1288.27,1291.53,1288.27,1291.53,False,False,8,8,-0.0025273290450743731,-0.25241380378311751,-0.22244052519954094,12.097099570918557,11.883450394762288,37.156740845506022,0,-0.0025273290450743731,-0.25241380378311751,11.883450394762288,13.951920458660483,有顺向开盘浮盈但全部回吐并倒亏
70,190,1,2021-04-07 13:22:00,2021-04-08 10:07:00,2021-04-07 13:12:00,2021-04-07 13:17:00,2021-04-08 10:02:00,2021-04-08 10:07:00,1291.53,1289.3800000000001,1291.53,1289.3800000000001,False,False,27,27,-0.0016660794040352324,-0.16646922642135981,-0.14633127834623449,12.243430849264792,89.415008404338565,106.07580244469089,-67.794252396092702,-0.0016660794040352324,-0.16646922642135981,89.415008404338565,13.443145207175363,有顺向开盘浮盈但全部回吐并倒亏
71,191,-1,2021-04-08 10:12:00,2021-04-08 10:42:00,2021-04-08 10:02:00,2021-04-08 10:07:00,2021-04-08 10:37:00,2021-04-08 10:42:00,1289.3800000000001,1295.1400000000001,1289.3800000000001,1295.1400000000001,False,False,7,7,-0.0044573147326939467,-0.44473956483469096,-0.39028818375482777,12.63371903301962,6.5944895733653182,51.167636900304785,0,-0.0044573147326939467,-0.44473956483469096,6.5944895733653182,14.649243431325905,有顺向开盘浮盈但全部回吐并倒亏
72,192,1,2021-04-08 10:47:00,2021-04-08 13:17:00,2021-04-08 10:37:00,2021-04-08 10:42:00,2021-04-08 13:12:00,2021-04-08 13:17:00,1295.1400000000001,1295.5699999999999,1295.1400000000001,1295.5699999999999,False,False,12,12,0.00033195533575628702,0.033201043902586165,0.029006517299901002,12.604712515719719,41.453870724691136,38.134317367128268,0,0.00033195533575628702,0.033201043902586165,41.453870724691136,15.455058620629165,顺向开盘浮盈超过后续回吐
73,193,-1,2021-04-08 13:22:00,2021-04-08 14:12:00,2021-04-08 13:12:00,2021-04-08 13:17:00,2021-04-08 14:07:00,2021-04-08 14:12:00,1295.5699999999999,1298.71,1295.5699999999999,1298.71,False,False,11,11,-0.0024207113598575369,-0.24177838008485669,-0.21130291034999749,12.816015426069715,2.3158512400669826,26.522964838642352,0,-0.0024207113598575369,-0.24177838008485669,2.3158512400669826,15.668771232847469,有顺向开盘浮盈但全部回吐并倒亏
74,194,1,2021-04-08 14:17:00,2021-04-08 14:47:00,2021-04-08 14:07:00,2021-04-08 14:12:00,2021-04-08 14:42:00,2021-04-08 14:47:00,1298.71,1294.54,1298.71,1294.54,False,False,7,7,-0.0032160444185263858,-0.32108784871142543,-0.27993718048933136,13.095952606559047,7.927803528613028,40.088247713876882,0,-0.0032160444185263858,-0.32108784871142543,7.927803528613028,15.297691358562876,有顺向开盘浮盈但全部回吐并倒亏
75,195,-1,2021-04-08 14:52:00,2021-04-09 11:27:00,2021-04-08 14:42:00,2021-04-08 14:47:00,2021-04-09 11:22:00,2021-04-09 11:27:00,1294.54,1278.8099999999999,1294.54,1278.8099999999999,False,False,25,25,0.012225461689369827,1.230049811934506,1.0689630715264964,12.02698953503255,146.76049921387769,24.505882320179431,18.039436146680572,0.012225461689369832,1.2300498119345065,146.76049921387769,15.535809641917226,顺向开盘浮盈超过后续回吐
76,196,1,2021-04-09 13:07:00,2021-04-09 13:42:00,2021-04-09 11:22:00,2021-04-09 11:27:00,2021-04-09 13:37:00,2021-04-09 13:42:00,1278.8099999999999,1273.4000000000001,1278.8099999999999,1273.4000000000001,False,False,8,8,-0.0042394694032782537,-0.42304955388211463,-0.37216942830871069,12.399158963341261,7.2697429478275897,49.664436980610127,0,-0.0042394694032782537,-0.42304955388211463,7.2697429478275897,15.244371226710204,有顺向开盘浮盈但全部回吐并倒亏
77,197,-1,2021-04-09 13:47:00,2021-04-09 14:37:00,2021-04-09 13:37:00,2021-04-09 13:42:00,2021-04-09 14:32:00,2021-04-09 14:37:00,1273.4000000000001,1274.1600000000001,1273.4000000000001,1274.1600000000001,False,False,11,11,-0.00059664936060064525,-0.059647140076585961,-0.052251396361402414,12.451410359702663,22.878357706439946,28.844851312446398,0,-0.00059664936060064568,-0.059647140076586003,22.878357706439946,16.133798504212347,有顺向开盘浮盈但全部回吐并倒亏
78,198,1,2021-04-09 14:42:00,2021-04-12 09:42:00,2021-04-09 14:32:00,2021-04-09 14:37:00,2021-04-12 09:37:00,2021-04-12 09:42:00,1274.1600000000001,1269.3599999999999,1274.1600000000001,1269.3599999999999,False,False,6,6,-0.0037743015176917531,-0.37671877943117332,-0.32981197830214137,12.781222338004806,0,37.743015176917531,-14.25292485254206,-0.0037743015176917531,-0.37671877943117332,0,16.464193969416648,窗口内未获顺向开盘浮盈
79,199,-1,2021-04-12 09:47:00,2021-04-12 09:52:00,2021-04-12 09:37:00,2021-04-12 09:42:00,2021-04-12 09:47:00,2021-04-12 09:52:00,1269.3599999999999,1277.7,1269.3599999999999,1277.7,False,False,2,2,-0.0065487501714434617,-0.65273538389294616,-0.56930782319876139,13.350530161203567,0,65.487501714434615,0,-0.0065487501714434617,-0.65273538389294616,0,16.370065658280673,窗口内未获顺向开盘浮盈
80,200,1,2021-04-12 09:57:00,2021-04-12 10:07:00,2021-04-12 09:47:00,2021-04-12 09:52:00,2021-04-12 10:02:00,2021-04-12 10:07:00,1277.7,1266.8,1277.7,1266.8,False,False,3,3,-0.0085675509327927651,-0.85309540580731003,-0.73920264635115585,14.089732807554721,0,85.675509327927656,0,-0.0085675509327927651,-0.85309540580731003,0,19.425651527251141,窗口内未获顺向开盘浮盈
81,201,-1,2021-04-12 10:12:00,2021-04-13 09:57:00,2021-04-12 10:02:00,2021-04-12 10:07:00,2021-04-13 09:52:00,2021-04-13 09:57:00,1266.8,1254.79,1266.8,1254.79,False,False,44,44,0.009525807777231058,0.95713226914464244,0.82227488980727292,13.26745791774745,203.34818142582458,108.09010365351399,-18.487413732823178,0.009525807777231058,0.95713226914464244,203.34818142582458,18.204607067071262,顺向开盘浮盈超过后续回吐
82,202,1,2021-04-13 10:02:00,2021-04-13 11:27:00,2021-04-13 09:52:00,2021-04-13 09:57:00,2021-04-13 11:22:00,2021-04-13 11:27:00,1254.79,1254.1500000000001,1254.79,1254.1500000000001,False,False,18,18,-0.00051017562307697746,-0.051004550562231167,-0.044237543280245539,13.311695461027695,33.415843137937713,38.517599368707486,0,-0.00051017562307697822,-0.051004550562231243,33.415843137937713,19.382153106887838,有顺向开盘浮盈但全部回吐并倒亏
83,203,-1,2021-04-13 13:07:00,2021-04-14 09:47:00,2021-04-13 11:22:00,2021-04-13 11:27:00,2021-04-14 09:42:00,2021-04-14 09:47:00,1254.1500000000001,1254.73,1254.1500000000001,1254.73,False,False,26,26,-0.00046235771366705475,-0.046225084281085058,-0.040071741834990515,13.351767202862685,109.99958583819853,114.62316297486908,-43.020157133383563,-0.00046235771366705041,-0.04622508428108462,109.99958583819853,18.955753604571218,有顺向开盘浮盈但全部回吐并倒亏
84,204,1,2021-04-14 09:52:00,2021-04-14 10:22:00,2021-04-14 09:42:00,2021-04-14 09:47:00,2021-04-14 10:17:00,2021-04-14 10:22:00,1254.73,1248.6800000000001,1254.73,1248.6800000000001,False,False,7,7,-0.0048334166423357281,-0.48217544810436436,-0.4177965047641119,13.769563707626798,10.51466175143949,58.848828174796772,0,-0.0048334166423357281,-0.48217544810436436,10.51466175143949,21.861374738509372,有顺向开盘浮盈但全部回吐并倒亏
85,205,-1,2021-04-14 10:27:00,2021-04-14 10:52:00,2021-04-14 10:17:00,2021-04-14 10:22:00,2021-04-14 10:47:00,2021-04-14 10:52:00,1248.6800000000001,1252.3599999999999,1248.6800000000001,1252.3599999999999,False,False,6,6,-0.0029427779289535813,-0.29384522022420773,-0.25338401542361888,14.022947723050416,0,29.427779289535813,0,-0.0029427779289535813,-0.29384522022420773,0,16.404379413899814,窗口内未获顺向开盘浮盈
86,206,1,2021-04-14 10:57:00,2021-04-14 11:17:00,2021-04-14 10:47:00,2021-04-14 10:52:00,2021-04-14 11:12:00,2021-04-14 11:17:00,1252.3599999999999,1246.79,1252.3599999999999,1246.79,False,False,5,5,-0.0044575229360074454,-0.44476029256763205,-0.38239178924798223,14.405339512298399,0,44.575229360074452,0,-0.0044575229360074454,-0.44476029256763205,0,16.153561203145475,窗口内未获顺向开盘浮盈
87,207,-1,2021-04-14 11:22:00,2021-04-14 13:57:00,2021-04-14 11:12:00,2021-04-14 11:17:00,2021-04-14 13:52:00,2021-04-14 13:57:00,1246.79,1253.96,1246.79,1253.96,False,False,13,13,-0.0057342954290277651,-0.57178857379822945,-0.48942048845006525,14.894760000748464,0,57.342954290277653,0,-0.0057342954290277651,-0.57178857379822945,0,15.984606037095647,窗口内未获顺向开盘浮盈
88,208,1,2021-04-14 14:02:00,2021-04-15 09:42:00,2021-04-14 13:52:00,2021-04-14 13:57:00,2021-04-15 09:37:00,2021-04-15 09:42:00,1253.96,1246.6199999999999,1253.96,1246.6199999999999,False,False,14,14,-0.0058706548727321204,-0.58534562505983467,-0.4981597990322939,15.392919799780758,29.22453594767547,87.931084674996683,-41.53725548160611,-0.0058706548727321204,-0.58534562505983467,29.22453594767547,17.059973323855456,有顺向开盘浮盈但全部回吐并倒亏
89,209,-1,2021-04-15 09:47:00,2021-04-15 13:12:00,2021-04-15 09:37:00,2021-04-15 09:42:00,2021-04-15 13:07:00,2021-04-15 13:12:00,1246.6199999999999,1253.48,1246.6199999999999,1253.48,False,False,23,23,-0.0054877942612212667,-0.54727638255099442,-0.46303456790177666,15.855954367682534,4.0116498849096667,58.889592497122337,0,-0.0054877942612212684,-0.54727638255099464,4.0116498849096667,19.323141293069735,有顺向开盘浮盈但全部回吐并倒亏
90,210,1,2021-04-15 13:17:00,2021-04-16 10:12:00,2021-04-15 13:07:00,2021-04-15 13:12:00,2021-04-16 10:07:00,2021-04-16 10:12:00,1253.48,1256.52,1253.48,1256.52,False,False,29,29,0.0024223119414006648,0.24252481092642439,0.20407018757562234,15.651884180106912,102.46649990413472,78.243380490128075,17.073483343136779,0.0024223119414006648,0.24252481092642439,102.46649990413472,14.861376460965152,顺向开盘浮盈超过后续回吐
91,211,-1,2021-04-16 10:17:00,2021-04-16 11:27:00,2021-04-16 10:07:00,2021-04-16 10:12:00,2021-04-16 11:22:00,2021-04-16 11:27:00,1256.52,1263.8800000000001,1256.52,1263.8800000000001,False,False,15,15,-0.0058403594037965863,-0.58233376586386887,-0.49118755928919677,16.14307173939611,0,58.40359403796586,0,-0.0058403594037965863,-0.58233376586386887,0,16.338833520082076,窗口内未获顺向开盘浮盈
92,212,1,2021-04-16 13:07:00,2021-04-16 14:52:00,2021-04-16 11:22:00,2021-04-16 11:27:00,2021-04-16 14:47:00,2021-04-16 14:52:00,1263.8800000000001,1274.0899999999999,1263.8800000000001,1274.0899999999999,False,False,22,22,0.0080458437878690951,0.80782985726494883,0.67742130387440369,15.465650435521706,110.78702051953663,30.328582640845678,0,0.0080458437878690951,0.80782985726494883,110.78702051953663,16.589687818566002,顺向开盘浮盈超过后续回吐
93,213,-1,2021-04-16 14:57:00,2021-04-19 10:07:00,2021-04-16 14:47:00,2021-04-16 14:52:00,2021-04-19 10:02:00,2021-04-19 10:07:00,1274.0899999999999,1277.9100000000001,1274.0899999999999,1277.9100000000001,False,False,8,8,-0.0029937326434495331,-0.29892558943901976,-0.25269480271405964,15.718345238235765,38.611756519222816,68.549082953718155,-12.940315588734808,-0.0029937326434495326,-0.2989255894390197,38.611756519222816,14.065879870343764,有顺向开盘浮盈但全部回吐并倒亏
