day,symbol,session,field,delta,grid_points,valid_points,mean_age_seconds
2024-01-03,588080.SSE,pm,mid,300,25,24,1.0
2024-01-03,588080.SSE,pm,last,3,2401,2399,1.0
2024-01-03,588080.SSE,pm,last,15,481,480,1.0
2024-01-03,588080.SSE,pm,last,30,241,240,1.0
2024-01-03,588080.SSE,pm,last,60,121,120,1.0
2024-01-03,588080.SSE,pm,last,300,25,24,1.0
2024-01-04,588000.SSE,am,mid,3,2401,2400,2.0
2024-01-04,588000.SSE,am,mid,15,481,480,2.0
2024-01-04,588000.SSE,am,mid,30,241,240,2.0
2024-01-04,588000.SSE,am,mid,60,121,120,2.0
2024-01-04,588000.SSE,am,mid,300,25,24,2.0
2024-01-04,588000.SSE,am,last,3,2401,2400,2.0
2024-01-04,588000.SSE,am,last,15,481,480,2.0
2024-01-04,588000.SSE,am,last,30,241,240,2.0
2024-01-04,588000.SSE,am,last,60,121,120,2.0
2024-01-04,588000.SSE,am,last,300,25,24,2.0
2024-01-04,588000.SSE,pm,mid,3,2401,2400,2.0
2024-01-04,588000.SSE,pm,mid,15,481,480,2.0
2024-01-04,588000.SSE,pm,mid,30,241,240,2.0
2024-01-04,588000.SSE,pm,mid,60,121,120,2.0
2024-01-04,588000.SSE,pm,mid,300,25,24,2.0
2024-01-04,588000.SSE,pm,last,3,2401,2400,2.0
2024-01-04,588000.SSE,pm,last,15,481,480,2.0
2024-01-04,588000.SSE,pm,last,30,241,240,2.0
2024-01-04,588000.SSE,pm,last,60,121,120,2.0
2024-01-04,588000.SSE,pm,last,300,25,24,2.0
2024-01-04,588080.SSE,am,mid,3,2401,2401,0.0
2024-01-04,588080.SSE,am,mid,15,481,481,0.0
2024-01-04,588080.SSE,am,mid,30,241,241,0.0
2024-01-04,588080.SSE,am,mid,60,121,121,0.0
2024-01-04,588080.SSE,am,mid,300,25,25,0.0
2024-01-04,588080.SSE,am,last,3,2401,2401,0.0
2024-01-04,588080.SSE,am,last,15,481,481,0.0
2024-01-04,588080.SSE,am,last,30,241,241,0.0
2024-01-04,588080.SSE,am,last,60,121,121,0.0
2024-01-04,588080.SSE,am,last,300,25,25,0.0
2024-01-04,588080.SSE,pm,mid,3,2401,2401,0.0024989587671803417
2024-01-04,588080.SSE,pm,mid,15,481,481,0.006237006237006237
2024-01-04,588080.SSE,pm,mid,30,241,241,0.012448132780082987
2024-01-04,588080.SSE,pm,mid,60,121,121,0.024793388429752067
2024-01-04,588080.SSE,pm,mid,300,25,25,0.12
2024-01-04,588080.SSE,pm,last,3,2401,2401,0.0024989587671803417
2024-01-04,588080.SSE,pm,last,15,481,481,0.006237006237006237
2024-01-04,588080.SSE,pm,last,30,241,241,0.012448132780082987
2024-01-04,588080.SSE,pm,last,60,121,121,0.024793388429752067
2024-01-04,588080.SSE,pm,last,300,25,25,0.12
2024-01-05,588000.SSE,am,mid,3,2401,2400,2.0
2024-01-05,588000.SSE,am,mid,15,481,480,2.0
2024-01-05,588000.SSE,am,mid,30,241,240,2.0
2024-01-05,588000.SSE,am,mid,60,121,120,2.0
2024-01-05,588000.SSE,am,mid,300,25,24,2.0
2024-01-05,588000.SSE,am,last,3,2401,2400,2.0
2024-01-05,588000.SSE,am,last,15,481,480,2.0
2024-01-05,588000.SSE,am,last,30,241,240,2.0
2024-01-05,588000.SSE,am,last,60,121,120,2.0
2024-01-05,588000.SSE,am,last,300,25,24,2.0
2024-01-05,588000.SSE,pm,mid,3,2401,2400,2.0
2024-01-05,588000.SSE,pm,mid,15,481,480,2.0
2024-01-05,588000.SSE,pm,mid,30,241,240,2.0
2024-01-05,588000.SSE,pm,mid,60,121,120,2.0
2024-01-05,588000.SSE,pm,mid,300,25,24,2.0
2024-01-05,588000.SSE,pm,last,3,2401,2400,2.0
2024-01-05,588000.SSE,pm,last,15,481,480,2.0
2024-01-05,588000.SSE,pm,last,30,241,240,2.0
2024-01-05,588000.SSE,pm,last,60,121,120,2.0
2024-01-05,588000.SSE,pm,last,300,25,24,2.0
2024-01-05,588080.SSE,am,mid,3,2401,2400,1.0
2024-01-05,588080.SSE,am,mid,15,481,480,1.0
2024-01-05,588080.SSE,am,mid,30,241,240,1.0
2024-01-05,588080.SSE,am,mid,60,121,120,1.0
2024-01-05,588080.SSE,am,mid,300,25,24,1.0
2024-01-05,588080.SSE,am,last,3,2401,2400,1.0
2024-01-05,588080.SSE,am,last,15,481,480,1.0
2024-01-05,588080.SSE,am,last,30,241,240,1.0
2024-01-05,588080.SSE,am,last,60,121,120,1.0
2024-01-05,588080.SSE,am,last,300,25,24,1.0
2024-01-05,588080.SSE,pm,mid,3,2401,2400,1.0
2024-01-05,588080.SSE,pm,mid,15,481,480,1.0
2024-01-05,588080.SSE,pm,mid,30,241,240,1.0
2024-01-05,588080.SSE,pm,mid,60,121,120,1.0
2024-01-05,588080.SSE,pm,mid,300,25,24,1.0
2024-01-05,588080.SSE,pm,last,3,2401,2400,1.0
2024-01-05,588080.SSE,pm,last,15,481,480,1.0
2024-01-05,588080.SSE,pm,last,30,241,240,1.0
2024-01-05,588080.SSE,pm,last,60,121,120,1.0
2024-01-05,588080.SSE,pm,last,300,25,24,1.0
2024-01-08,588000.SSE,am,mid,3,2401,2400,1.0
2024-01-08,588000.SSE,am,mid,15,481,480,1.0
2024-01-08,588000.SSE,am,mid,30,241,240,1.0
2024-01-08,588000.SSE,am,mid,60,121,120,1.0
2024-01-08,588000.SSE,am,mid,300,25,24,1.0
2024-01-08,588000.SSE,am,last,3,2401,2400,1.0
2024-01-08,588000.SSE,am,last,15,481,480,1.0
2024-01-08,588000.SSE,am,last,30,241,240,1.0
2024-01-08,588000.SSE,am,last,60,121,120,1.0
2024-01-08,588000.SSE,am,last,300,25,24,1.0
2024-01-08,588000.SSE,pm,mid,3,2401,2400,1.0
2024-01-08,588000.SSE,pm,mid,15,481,480,1.0
2024-01-08,588000.SSE,pm,mid,30,241,240,1.0
2024-01-08,588000.SSE,pm,mid,60,121,120,1.0
2024-01-08,588000.SSE,pm,mid,300,25,24,1.0
2024-01-08,588000.SSE,pm,last,3,2401,2400,1.0
2024-01-08,588000.SSE,pm,last,15,481,480,1.0
2024-01-08,588000.SSE,pm,last,30,241,240,1.0
2024-01-08,588000.SSE,pm,last,60,121,120,1.0
2024-01-08,588000.SSE,pm,last,300,25,24,1.0
2024-01-08,588080.SSE,am,mid,3,2401,2400,1.0
2024-01-08,588080.SSE,am,mid,15,481,480,1.0
2024-01-08,588080.SSE,am,mid,30,241,240,1.0
2024-01-08,588080.SSE,am,mid,60,121,120,1.0
2024-01-08,588080.SSE,am,mid,300,25,24,1.0
2024-01-08,588080.SSE,am,last,3,2401,2400,1.0
2024-01-08,588080.SSE,am,last,15,481,480,1.0
2024-01-08,588080.SSE,am,last,30,241,240,1.0
2024-01-08,588080.SSE,am,last,60,121,120,1.0
2024-01-08,588080.SSE,am,last,300,25,24,1.0
2024-01-08,588080.SSE,pm,mid,3,2401,2400,1.0
2024-01-08,588080.SSE,pm,mid,15,481,480,1.0
2024-01-08,588080.SSE,pm,mid,30,241,240,1.0
2024-01-08,588080.SSE,pm,mid,60,121,120,1.0
2024-01-08,588080.SSE,pm,mid,300,25,24,1.0
2024-01-08,588080.SSE,pm,last,3,2401,2400,1.0
2024-01-08,588080.SSE,pm,last,15,481,480,1.0
2024-01-08,588080.SSE,pm,last,30,241,240,1.0
2024-01-08,588080.SSE,pm,last,60,121,120,1.0
2024-01-08,588080.SSE,pm,last,300,25,24,1.0
2024-01-09,588000.SSE,am,mid,3,2401,2400,1.0
2024-01-09,588000.SSE,am,mid,15,481,480,1.0
2024-01-09,588000.SSE,am,mid,30,241,240,1.0
2024-01-09,588000.SSE,am,mid,60,121,120,1.0
2024-01-09,588000.SSE,am,mid,300,25,24,1.0
2024-01-09,588000.SSE,am,last,3,2401,2400,1.0
2024-01-09,588000.SSE,am,last,15,481,480,1.0
2024-01-09,588000.SSE,am,last,30,241,240,1.0
2024-01-09,588000.SSE,am,last,60,121,120,1.0
2024-01-09,588000.SSE,am,last,300,25,24,1.0
2024-01-09,588000.SSE,pm,mid,3,2401,2400,1.0
2024-01-09,588000.SSE,pm,mid,15,481,480,1.0
2024-01-09,588000.SSE,pm,mid,30,241,240,1.0
2024-01-09,588000.SSE,pm,mid,60,121,120,1.0
2024-01-09,588000.SSE,pm,mid,300,25,24,1.0
2024-01-09,588000.SSE,pm,last,3,2401,2400,1.0
2024-01-09,588000.SSE,pm,last,15,481,480,1.0
2024-01-09,588000.SSE,pm,last,30,241,240,1.0
2024-01-09,588000.SSE,pm,last,60,121,120,1.0
2024-01-09,588000.SSE,pm,last,300,25,24,1.0
2024-01-09,588080.SSE,am,mid,3,2401,2400,0.00125
2024-01-09,588080.SSE,am,mid,15,481,480,0.0
2024-01-09,588080.SSE,am,mid,30,241,240,0.0
2024-01-09,588080.SSE,am,mid,60,121,120,0.0
2024-01-09,588080.SSE,am,mid,300,25,24,0.0
2024-01-09,588080.SSE,am,last,3,2401,2400,0.00125
2024-01-09,588080.SSE,am,last,15,481,480,0.0
2024-01-09,588080.SSE,am,last,30,241,240,0.0
2024-01-09,588080.SSE,am,last,60,121,120,0.0
2024-01-09,588080.SSE,am,last,300,25,24,0.0
2024-01-09,588080.SSE,pm,mid,3,2401,2400,0.0
2024-01-09,588080.SSE,pm,mid,15,481,480,0.0
2024-01-09,588080.SSE,pm,mid,30,241,240,0.0
2024-01-09,588080.SSE,pm,mid,60,121,120,0.0
2024-01-09,588080.SSE,pm,mid,300,25,24,0.0
2024-01-09,588080.SSE,pm,last,3,2401,2400,0.0
2024-01-09,588080.SSE,pm,last,15,481,480,0.0
2024-01-09,588080.SSE,pm,last,30,241,240,0.0
2024-01-09,588080.SSE,pm,last,60,121,120,0.0
2024-01-09,588080.SSE,pm,last,300,25,24,0.0
2024-01-10,588000.SSE,am,mid,3,2401,2400,0.9995833333333334
2024-01-10,588000.SSE,am,mid,15,481,480,0.9979166666666667
2024-01-10,588000.SSE,am,mid,30,241,240,0.9958333333333333
2024-01-10,588000.SSE,am,mid,60,121,120,0.9916666666666667
2024-01-10,588000.SSE,am,mid,300,25,24,1.0
2024-01-10,588000.SSE,am,last,3,2401,2400,0.9995833333333334
2024-01-10,588000.SSE,am,last,15,481,480,0.9979166666666667
2024-01-10,588000.SSE,am,last,30,241,240,0.9958333333333333
2024-01-10,588000.SSE,am,last,60,121,120,0.9916666666666667
2024-01-10,588000.SSE,am,last,300,25,24,1.0
2024-01-10,588000.SSE,pm,mid,3,2401,2400,1.0
2024-01-10,588000.SSE,pm,mid,15,481,480,1.0
2024-01-10,588000.SSE,pm,mid,30,241,240,1.0
2024-01-10,588000.SSE,pm,mid,60,121,120,1.0
2024-01-10,588000.SSE,pm,mid,300,25,24,1.0
2024-01-10,588000.SSE,pm,last,3,2401,2400,1.0
2024-01-10,588000.SSE,pm,last,15,481,480,1.0
2024-01-10,588000.SSE,pm,last,30,241,240,1.0
2024-01-10,588000.SSE,pm,last,60,121,120,1.0
2024-01-10,588000.SSE,pm,last,300,25,24,1.0
2024-01-10,588080.SSE,am,mid,3,2401,2392,1.0
2024-01-10,588080.SSE,am,mid,15,481,477,1.0
2024-01-10,588080.SSE,am,mid,30,241,238,1.0
2024-01-10,588080.SSE,am,mid,60,121,119,1.0
2024-01-10,588080.SSE,am,mid,300,25,24,1.0
2024-01-10,588080.SSE,am,last,3,2401,2392,1.0
2024-01-10,588080.SSE,am,last,15,481,477,1.0
2024-01-10,588080.SSE,am,last,30,241,238,1.0
2024-01-10,588080.SSE,am,last,60,121,119,1.0
2024-01-10,588080.SSE,am,last,300,25,24,1.0
2024-01-10,588080.SSE,pm,mid,3,2401,2397,1.0
2024-01-10,588080.SSE,pm,mid,15,481,480,1.0
2024-01-10,588080.SSE,pm,mid,30,241,240,1.0
2024-01-10,588080.SSE,pm,mid,60,121,120,1.0
2024-01-10,588080.SSE,pm,mid,300,25,24,1.0
2024-01-10,588080.SSE,pm,last,3,2401,2397,1.0
2024-01-10,588080.SSE,pm,last,15,481,480,1.0
2024-01-10,588080.SSE,pm,last,30,241,240,1.0
2024-01-10,588080.SSE,pm,last,60,121,120,1.0
2024-01-10,588080.SSE,pm,last,300,25,24,1.0
2024-01-11,588000.SSE,am,mid,3,2401,2401,0.0
2024-01-11,588000.SSE,am,mid,15,481,481,0.0
2024-01-11,588000.SSE,am,mid,30,241,241,0.0
2024-01-11,588000.SSE,am,mid,60,121,121,0.0
2024-01-11,588000.SSE,am,mid,300,25,25,0.0
2024-01-11,588000.SSE,am,last,3,2401,2401,0.0
2024-01-11,588000.SSE,am,last,15,481,481,0.0
2024-01-11,588000.SSE,am,last,30,241,241,0.0
2024-01-11,588000.SSE,am,last,60,121,121,0.0
2024-01-11,588000.SSE,am,last,300,25,25,0.0
2024-01-11,588000.SSE,pm,mid,3,2401,2401,0.0
2024-01-11,588000.SSE,pm,mid,15,481,481,0.0
2024-01-11,588000.SSE,pm,mid,30,241,241,0.0
2024-01-11,588000.SSE,pm,mid,60,121,121,0.0
2024-01-11,588000.SSE,pm,mid,300,25,25,0.0
2024-01-11,588000.SSE,pm,last,3,2401,2401,0.0
2024-01-11,588000.SSE,pm,last,15,481,481,0.0
2024-01-11,588000.SSE,pm,last,30,241,241,0.0
2024-01-11,588000.SSE,pm,last,60,121,121,0.0
2024-01-11,588000.SSE,pm,last,300,25,25,0.0
2024-01-11,588080.SSE,am,mid,3,2401,2395,0.8989561586638831
2024-01-11,588080.SSE,am,mid,15,481,480,0.8958333333333334
2024-01-11,588080.SSE,am,mid,30,241,240,0.9083333333333333
2024-01-11,588080.SSE,am,mid,60,121,120,0.8916666666666667
2024-01-11,588080.SSE,am,mid,300,25,24,0.9166666666666666
2024-01-11,588080.SSE,am,last,3,2401,2395,0.8989561586638831
2024-01-11,588080.SSE,am,last,15,481,480,0.8958333333333334
2024-01-11,588080.SSE,am,last,30,241,240,0.9083333333333333
2024-01-11,588080.SSE,am,last,60,121,120,0.8916666666666667
2024-01-11,588080.SSE,am,last,300,25,24,0.9166666666666666
2024-01-11,588080.SSE,pm,mid,3,2401,2398,0.9378648874061718
2024-01-11,588080.SSE,pm,mid,15,481,480,0.9375
2024-01-11,588080.SSE,pm,mid,30,241,240,0.9541666666666667
2024-01-11,588080.SSE,pm,mid,60,121,120,0.9583333333333334
2024-01-11,588080.SSE,pm,mid,300,25,24,0.9166666666666666
2024-01-11,588080.SSE,pm,last,3,2401,2398,0.9378648874061718
2024-01-11,588080.SSE,pm,last,15,481,480,0.9375
2024-01-11,588080.SSE,pm,last,30,241,240,0.9541666666666667
2024-01-11,588080.SSE,pm,last,60,121,120,0.9583333333333334
2024-01-11,588080.SSE,pm,last,300,25,24,0.9166666666666666
2024-01-12,588000.SSE,am,mid,3,2401,2400,2.0
2024-01-12,588000.SSE,am,mid,15,481,480,2.0
2024-01-12,588000.SSE,am,mid,30,241,240,2.0
2024-01-12,588000.SSE,am,mid,60,121,120,2.0
2024-01-12,588000.SSE,am,mid,300,25,24,2.0
2024-01-12,588000.SSE,am,last,3,2401,2400,2.0
2024-01-12,588000.SSE,am,last,15,481,480,2.0
2024-01-12,588000.SSE,am,last,30,241,240,2.0
2024-01-12,588000.SSE,am,last,60,121,120,2.0
2024-01-12,588000.SSE,am,last,300,25,24,2.0
2024-01-12,588000.SSE,pm,mid,3,2401,2400,2.0
2024-01-12,588000.SSE,pm,mid,15,481,480,2.0
2024-01-12,588000.SSE,pm,mid,30,241,240,2.0
2024-01-12,588000.SSE,pm,mid,60,121,120,2.0
2024-01-12,588000.SSE,pm,mid,300,25,24,2.0
2024-01-12,588000.SSE,pm,last,3,2401,2400,2.0
2024-01-12,588000.SSE,pm,last,15,481,480,2.0
2024-01-12,588000.SSE,pm,last,30,241,240,2.0
2024-01-12,588000.SSE,pm,last,60,121,120,2.0
2024-01-12,588000.SSE,pm,last,300,25,24,2.0
2024-01-12,588080.SSE,am,mid,3,2401,2401,0.0012494793835901709
2024-01-12,588080.SSE,am,mid,15,481,481,0.006237006237006237
2024-01-12,588080.SSE,am,mid,30,241,241,0.0
2024-01-12,588080.SSE,am,mid,60,121,121,0.0
2024-01-12,588080.SSE,am,mid,300,25,25,0.0
2024-01-12,588080.SSE,am,last,3,2401,2401,0.0012494793835901709
2024-01-12,588080.SSE,am,last,15,481,481,0.006237006237006237
2024-01-12,588080.SSE,am,last,30,241,241,0.0
2024-01-12,588080.SSE,am,last,60,121,121,0.0
2024-01-12,588080.SSE,am,last,300,25,25,0.0
2024-01-12,588080.SSE,pm,mid,3,2401,2401,0.0012494793835901709
2024-01-12,588080.SSE,pm,mid,15,481,481,0.0
2024-01-12,588080.SSE,pm,mid,30,241,241,0.0
2024-01-12,588080.SSE,pm,mid,60,121,121,0.0
2024-01-12,588080.SSE,pm,mid,300,25,25,0.0
2024-01-12,588080.SSE,pm,last,3,2401,2401,0.0012494793835901709
2024-01-12,588080.SSE,pm,last,15,481,481,0.0
2024-01-12,588080.SSE,pm,last,30,241,241,0.0
2024-01-12,588080.SSE,pm,last,60,121,121,0.0
2024-01-12,588080.SSE,pm,last,300,25,25,0.0
2024-01-15,588000.SSE,am,mid,3,2401,2400,2.0
2024-01-15,588000.SSE,am,mid,15,481,480,2.0
2024-01-15,588000.SSE,am,mid,30,241,240,2.0
2024-01-15,588000.SSE,am,mid,60,121,120,2.0
2024-01-15,588000.SSE,am,mid,300,25,24,2.0
2024-01-15,588000.SSE,am,last,3,2401,2400,2.0
2024-01-15,588000.SSE,am,last,15,481,480,2.0
2024-01-15,588000.SSE,am,last,30,241,240,2.0
2024-01-15,588000.SSE,am,last,60,121,120,2.0
2024-01-15,588000.SSE,am,last,300,25,24,2.0
2024-01-15,588000.SSE,pm,mid,3,2401,2400,2.0
2024-01-15,588000.SSE,pm,mid,15,481,480,2.0
2024-01-15,588000.SSE,pm,mid,30,241,240,2.0
2024-01-15,588000.SSE,pm,mid,60,121,120,2.0
2024-01-15,588000.SSE,pm,mid,300,25,24,2.0
2024-01-15,588000.SSE,pm,last,3,2401,2400,2.0
2024-01-15,588000.SSE,pm,last,15,481,480,2.0
2024-01-15,588000.SSE,pm,last,30,241,240,2.0
2024-01-15,588000.SSE,pm,last,60,121,120,2.0
2024-01-15,588000.SSE,pm,last,300,25,24,2.0
2024-01-15,588080.SSE,am,mid,3,2401,2400,2.0
2024-01-15,588080.SSE,am,mid,15,481,480,2.0
2024-01-15,588080.SSE,am,mid,30,241,240,2.0
2024-01-15,588080.SSE,am,mid,60,121,120,2.0
2024-01-15,588080.SSE,am,mid,300,25,24,2.0
2024-01-15,588080.SSE,am,last,3,2401,2400,2.0
2024-01-15,588080.SSE,am,last,15,481,480,2.0
2024-01-15,588080.SSE,am,last,30,241,240,2.0
2024-01-15,588080.SSE,am,last,60,121,120,2.0
2024-01-15,588080.SSE,am,last,300,25,24,2.0
2024-01-15,588080.SSE,pm,mid,3,2401,2396,2.0
2024-01-15,588080.SSE,pm,mid,15,481,478,2.0
2024-01-15,588080.SSE,pm,mid,30,241,238,2.0
2024-01-15,588080.SSE,pm,mid,60,121,119,2.0
2024-01-15,588080.SSE,pm,mid,300,25,24,2.0
2024-01-15,588080.SSE,pm,last,3,2401,2396,2.0
2024-01-15,588080.SSE,pm,last,15,481,478,2.0
2024-01-15,588080.SSE,pm,last,30,241,238,2.0
2024-01-15,588080.SSE,pm,last,60,121,119,2.0
2024-01-15,588080.SSE,pm,last,300,25,24,2.0
2024-01-16,588000.SSE,am,mid,3,2401,2400,2.0
2024-01-16,588000.SSE,am,mid,15,481,480,2.0
2024-01-16,588000.SSE,am,mid,30,241,240,2.0
2024-01-16,588000.SSE,am,mid,60,121,120,2.0
2024-01-16,588000.SSE,am,mid,300,25,24,2.0
2024-01-16,588000.SSE,am,last,3,2401,2400,2.0
2024-01-16,588000.SSE,am,last,15,481,480,2.0
2024-01-16,588000.SSE,am,last,30,241,240,2.0
2024-01-16,588000.SSE,am,last,60,121,120,2.0
2024-01-16,588000.SSE,am,last,300,25,24,2.0
2024-01-16,588000.SSE,pm,mid,3,2401,2400,2.0
2024-01-16,588000.SSE,pm,mid,15,481,480,2.0
2024-01-16,588000.SSE,pm,mid,30,241,240,2.0
2024-01-16,588000.SSE,pm,mid,60,121,120,2.0
2024-01-16,588000.SSE,pm,mid,300,25,24,2.0
2024-01-16,588000.SSE,pm,last,3,2401,2400,2.0
2024-01-16,588000.SSE,pm,last,15,481,480,2.0
2024-01-16,588000.SSE,pm,last,30,241,240,2.0
2024-01-16,588000.SSE,pm,last,60,121,120,2.0
2024-01-16,588000.SSE,pm,last,300,25,24,2.0
2024-01-16,588080.SSE,am,mid,3,2401,2401,0.6239067055393586
2024-01-16,588080.SSE,am,mid,15,481,481,0.6403326403326404
2024-01-16,588080.SSE,am,mid,30,241,241,0.6804979253112033
2024-01-16,588080.SSE,am,mid,60,121,121,0.4049586776859504
2024-01-16,588080.SSE,am,mid,300,25,25,0.64
2024-01-16,588080.SSE,am,last,3,2401,2401,0.6239067055393586
2024-01-16,588080.SSE,am,last,15,481,481,0.6403326403326404
2024-01-16,588080.SSE,am,last,30,241,241,0.6804979253112033
2024-01-16,588080.SSE,am,last,60,121,121,0.4049586776859504
2024-01-16,588080.SSE,am,last,300,25,25,0.64
2024-01-16,588080.SSE,pm,mid,3,2401,2401,0.5847563515201999
2024-01-16,588080.SSE,pm,mid,15,481,481,0.5904365904365905
2024-01-16,588080.SSE,pm,mid,30,241,241,0.5062240663900415
2024-01-16,588080.SSE,pm,mid,60,121,121,0.49586776859504134
2024-01-16,588080.SSE,pm,mid,300,25,25,0.68
2024-01-16,588080.SSE,pm,last,3,2401,2401,0.5847563515201999
2024-01-16,588080.SSE,pm,last,15,481,481,0.5904365904365905
2024-01-16,588080.SSE,pm,last,30,241,241,0.5062240663900415
2024-01-16,588080.SSE,pm,last,60,121,121,0.49586776859504134
2024-01-16,588080.SSE,pm,last,300,25,25,0.68
2024-01-17,588000.SSE,am,mid,3,2401,2401,0.0
2024-01-17,588000.SSE,am,mid,15,481,481,0.0
2024-01-17,588000.SSE,am,mid,30,241,241,0.0
2024-01-17,588000.SSE,am,mid,60,121,121,0.0
2024-01-17,588000.SSE,am,mid,300,25,25,0.0
2024-01-17,588000.SSE,am,last,3,2401,2401,0.0
2024-01-17,588000.SSE,am,last,15,481,481,0.0
2024-01-17,588000.SSE,am,last,30,241,241,0.0
2024-01-17,588000.SSE,am,last,60,121,121,0.0
2024-01-17,588000.SSE,am,last,300,25,25,0.0
2024-01-17,588000.SSE,pm,mid,3,2401,2401,0.0
2024-01-17,588000.SSE,pm,mid,15,481,481,0.0
2024-01-17,588000.SSE,pm,mid,30,241,241,0.0
2024-01-17,588000.SSE,pm,mid,60,121,121,0.0
2024-01-17,588000.SSE,pm,mid,300,25,25,0.0
2024-01-17,588000.SSE,pm,last,3,2401,2401,0.0
2024-01-17,588000.SSE,pm,last,15,481,481,0.0
2024-01-17,588000.SSE,pm,last,30,241,241,0.0
2024-01-17,588000.SSE,pm,last,60,121,121,0.0
2024-01-17,588000.SSE,pm,last,300,25,25,0.0
2024-01-17,588080.SSE,am,mid,3,2401,2400,2.0
2024-01-17,588080.SSE,am,mid,15,481,480,2.0
