day,year,slot,q,high
2023-06-01,2023,1,1.3606959701000838,False
2023-06-01,2023,2,1.3216881427496756,False
2023-06-01,2023,3,1.2946931021557433,False
2023-06-02,2023,0,1.3635183676155893,False
2023-06-02,2023,1,1.9406722311802982,True
2023-06-02,2023,2,1.5308847925515787,False
2023-06-02,2023,3,1.707742551357891,False
2023-06-05,2023,0,1.5466067495750848,False
2023-06-05,2023,1,2.4229045959136246,True
2023-06-05,2023,2,1.585882279101589,False
2023-06-05,2023,3,1.3512299644979364,False
2023-06-06,2023,0,1.9446727580119225,True
2023-06-06,2023,1,1.4825351876433166,False
2023-06-06,2023,2,1.4786862654508137,False
2023-06-06,2023,3,1.3176843723286336,False
2023-06-07,2023,0,1.697971678396247,False
2023-06-07,2023,1,1.2476427702113848,False
2023-06-07,2023,2,1.3574220275130127,False
2023-06-07,2023,3,1.2886529201564996,False
2023-06-08,2023,0,2.563307660963074,True
2023-06-08,2023,1,1.6203796729684987,False
2023-06-08,2023,2,1.6650363181428247,False
2023-06-08,2023,3,1.5312578519982016,False
2023-06-09,2023,0,1.6497408904885944,False
2023-06-09,2023,1,2.043638464519423,True
2023-06-09,2023,2,1.8912302772715988,True
2023-06-09,2023,3,1.2216117222041019,False
2023-06-12,2023,0,1.431244979156457,False
2023-06-12,2023,1,1.671590496422831,False
2023-06-12,2023,2,1.6879053300607307,False
2023-06-12,2023,3,1.6777074839498212,False
2023-06-13,2023,0,2.0571174139696757,True
2023-06-13,2023,1,1.5585594798060745,False
2023-06-13,2023,2,1.345127362215599,False
2023-06-13,2023,3,1.4776383543486376,False
2023-06-14,2023,0,1.2294005250921118,False
2023-06-14,2023,1,1.5293758527727017,False
2023-06-14,2023,2,1.5129860069626284,False
2023-06-14,2023,3,1.7812158369950737,True
2023-06-15,2023,0,1.2583293385008667,False
2023-06-15,2023,1,1.2738501512768676,False
2023-06-15,2023,2,1.3428754575608997,False
2023-06-15,2023,3,1.7220634484375945,False
2023-06-16,2023,0,1.3389211383050572,False
2023-06-16,2023,1,1.4197021840717758,False
2023-06-16,2023,2,1.5243910846471036,False
2023-06-16,2023,3,1.2544169429208107,False
2023-06-19,2023,0,1.386377678573676,False
2023-06-19,2023,1,1.7882181942735835,True
2023-06-19,2023,2,1.4762121555187437,False
2023-06-19,2023,3,1.3192217033331988,False
2023-06-20,2023,0,1.4168400404500616,False
2023-06-20,2023,1,1.891262285879999,True
2023-06-20,2023,2,1.5981383809186096,False
2023-06-20,2023,3,1.6379163691207939,False
2023-06-21,2023,0,1.689370451396724,False
2023-06-21,2023,1,1.6472523557036052,False
2023-06-21,2023,2,1.3539890811190964,False
2023-06-21,2023,3,1.2235234832433934,False
2023-06-26,2023,0,1.7931257408946277,True
2023-06-26,2023,1,1.3326970560172486,False
2023-06-26,2023,2,1.889716064129541,True
2023-06-26,2023,3,1.7871519655826025,True
2023-06-27,2023,0,1.818853654631967,True
2023-06-27,2023,1,1.6296117460946347,False
2023-06-27,2023,2,1.887832723959178,True
2023-06-27,2023,3,1.4063679528091821,False
2023-06-28,2023,0,1.662965667483622,False
2023-06-28,2023,1,1.4171605830380145,False
2023-06-28,2023,2,1.2983760218595661,False
2023-06-28,2023,3,1.3415541690221804,False
2023-06-29,2023,0,1.9663034589862802,True
2023-06-29,2023,1,1.7483805362024099,False
2023-06-29,2023,2,1.3459255989095666,False
2023-06-29,2023,3,1.46329185383904,False
2023-06-30,2023,0,1.7192763862655693,False
2023-06-30,2023,1,1.1968728234291022,False
2023-06-30,2023,2,1.1912074171302904,False
2023-06-30,2023,3,1.705841432590061,False
2023-07-03,2023,0,1.3529415017211004,False
2023-07-03,2023,1,1.1234950407189779,False
2023-07-03,2023,2,1.7762907986450527,True
2023-07-03,2023,3,1.694695719138697,False
2023-07-04,2023,0,1.4644171245728663,False
2023-07-04,2023,1,1.3789677119518773,False
2023-07-04,2023,2,2.0416137784961514,True
2023-07-04,2023,3,1.6639857012866182,False
2023-07-05,2023,0,1.7249650667371694,False
2023-07-05,2023,1,1.147173703118244,False
2023-07-05,2023,2,1.4881904315221477,False
2023-07-05,2023,3,1.3554274247234714,False
2023-07-06,2023,0,1.6672397271453365,False
2023-07-06,2023,1,2.081371725553829,True
2023-07-06,2023,2,1.4651737850586763,False
2023-07-06,2023,3,1.8332017605196487,True
2023-07-07,2023,0,1.698987283005673,False
2023-07-07,2023,1,1.9445885053034782,True
2023-07-07,2023,2,1.5761269344962618,False
2023-07-07,2023,3,1.7009640731059756,False
2023-07-10,2023,0,1.2660709133335484,False
2023-07-10,2023,1,1.8008163399811692,True
2023-07-10,2023,2,1.4391904366721509,False
2023-07-10,2023,3,1.722070874263928,False
2023-07-11,2023,0,1.2363234815122413,False
2023-07-11,2023,1,1.5609319535755386,False
2023-07-11,2023,2,2.072384607658365,True
2023-07-11,2023,3,1.5728455159976085,False
2023-07-12,2023,0,2.1607648359421754,True
2023-07-12,2023,1,1.5247965907470817,False
2023-07-12,2023,2,1.5064350403936824,False
2023-07-12,2023,3,1.273787173865399,False
2023-07-13,2023,0,2.037099268025038,True
2023-07-13,2023,1,1.658814311440974,False
2023-07-13,2023,2,1.403001100960177,False
2023-07-13,2023,3,1.1903844175413925,False
2023-07-14,2023,0,1.5354492104294286,False
2023-07-14,2023,1,1.3426548534107685,False
2023-07-14,2023,2,1.8285699475564754,True
2023-07-14,2023,3,1.6216083083803141,False
2023-07-17,2023,0,1.9305145817463925,True
2023-07-17,2023,1,1.4245327253453706,False
2023-07-17,2023,2,1.5278821767396347,False
2023-07-17,2023,3,1.7791904060211388,True
2023-07-18,2023,0,1.3933654024554756,False
2023-07-18,2023,1,1.3421163053767888,False
2023-07-18,2023,2,1.5715420345238231,False
2023-07-18,2023,3,1.5053184452659931,False
2023-07-19,2023,0,2.3938770015580753,True
2023-07-19,2023,1,1.3289898002129785,False
2023-07-19,2023,2,1.629316767173532,False
2023-07-19,2023,3,1.925257029127517,True
2023-07-20,2023,0,1.3576701306258008,False
2023-07-20,2023,1,1.6316990018967377,False
2023-07-20,2023,2,1.9120652005183547,True
2023-07-20,2023,3,1.3529815804463146,False
2023-07-21,2023,0,1.273282794218333,False
2023-07-21,2023,1,1.6597139002213706,False
2023-07-21,2023,2,1.6865508465468515,False
2023-07-21,2023,3,1.2357976168726887,False
2023-07-24,2023,0,1.5887262374806268,False
2023-07-24,2023,1,1.7269095424752157,False
2023-07-24,2023,2,1.4312349646754754,False
2023-07-24,2023,3,2.0090535465390023,True
2023-07-25,2023,0,3.5692476165616167,True
2023-07-25,2023,1,1.4848140630363924,False
2023-07-25,2023,2,1.4276154644184458,False
2023-07-25,2023,3,1.7317120954398957,False
2023-07-26,2023,0,1.421591991846491,False
2023-07-26,2023,1,1.6193426113600986,False
2023-07-26,2023,2,1.4285750383188627,False
2023-07-26,2023,3,1.5433766329006828,False
2023-07-27,2023,0,1.4043507449573653,False
2023-07-27,2023,1,1.4876403305029047,False
2023-07-27,2023,2,1.9059800617132432,True
2023-07-27,2023,3,1.6957947314490083,False
2023-07-28,2023,0,1.3536681891637647,False
2023-07-28,2023,1,1.6463905580390517,False
2023-07-28,2023,2,1.326413245661738,False
2023-07-28,2023,3,1.3494330173835536,False
2023-07-31,2023,0,1.5978089030256104,False
2023-07-31,2023,1,1.8481591445133052,True
2023-07-31,2023,2,1.8598041735666104,True
2023-07-31,2023,3,2.1568514572423445,True
2023-08-01,2023,0,1.958039811312998,True
2023-08-01,2023,1,1.5224182813563607,False
2023-08-01,2023,2,1.8173027643389907,True
2023-08-01,2023,3,1.4065562278197419,False
2023-08-02,2023,0,1.3928278119496589,False
2023-08-02,2023,1,1.424165026185265,False
2023-08-02,2023,2,1.4391742367285338,False
2023-08-02,2023,3,1.7379037552451215,False
2023-08-03,2023,0,1.38984256520598,False
2023-08-03,2023,1,1.197060104775223,False
2023-08-03,2023,2,1.5231798297715744,False
2023-08-03,2023,3,1.777610356136024,True
2023-08-04,2023,0,2.190573270912296,True
2023-08-04,2023,1,1.4951884366647037,False
2023-08-04,2023,2,1.6435822435383476,False
2023-08-04,2023,3,1.1571469914522328,False
2023-08-07,2023,0,1.4575495960435474,False
2023-08-07,2023,1,1.4356281541253362,False
2023-08-07,2023,2,1.2376950186582099,False
2023-08-07,2023,3,1.4069458850977765,False
2023-08-08,2023,0,1.5411513299818285,False
2023-08-08,2023,1,1.43322994650981,False
2023-08-08,2023,2,1.455501425839138,False
2023-08-08,2023,3,1.598839057481372,False
2023-08-09,2023,0,1.5279237383255504,False
2023-08-09,2023,1,1.232648520370777,False
2023-08-09,2023,2,1.4725981560683603,False
2023-08-09,2023,3,1.4794556894141526,False
2023-08-10,2023,0,1.5437700872575655,False
2023-08-10,2023,1,1.5767732882365904,False
2023-08-10,2023,2,1.8924790197050219,True
2023-08-10,2023,3,2.0730568828862954,True
2023-08-11,2023,0,1.765811658058189,True
2023-08-11,2023,1,1.7974152093415678,True
2023-08-11,2023,2,1.305199773247692,False
2023-08-11,2023,3,1.4891989280168234,False
2023-08-14,2023,0,2.481709585437542,True
2023-08-14,2023,1,1.5406892731866548,False
2023-08-14,2023,2,1.3937254932409238,False
2023-08-14,2023,3,1.4054212592148883,False
2023-08-15,2023,0,1.5623343933242202,False
2023-08-15,2023,1,1.3708394323405984,False
2023-08-15,2023,2,1.6432183916355483,False
2023-08-15,2023,3,1.6452769929482836,False
2023-08-16,2023,0,1.2070985082007344,False
2023-08-16,2023,1,1.5233440928490647,False
2023-08-16,2023,2,1.377747168712956,False
2023-08-16,2023,3,1.5270581244032324,False
2023-08-17,2023,0,1.3582645621711869,False
2023-08-17,2023,1,1.4128469868246336,False
2023-08-17,2023,2,1.3579848240735577,False
2023-08-17,2023,3,1.5515770276303973,False
2023-08-18,2023,0,3.4244848996929265,True
2023-08-18,2023,1,1.2556823115429585,False
2023-08-18,2023,2,1.8591900617565524,True
2023-08-18,2023,3,1.3218622449688877,False
2023-08-21,2023,0,1.3052813002848294,False
2023-08-21,2023,1,1.5437440963667013,False
2023-08-21,2023,2,2.5907022137324307,True
2023-08-21,2023,3,1.2600889738155672,False
2023-08-22,2023,0,1.395611215527807,False
2023-08-22,2023,1,1.5048349410130986,False
2023-08-22,2023,2,1.3088614553655942,False
2023-08-22,2023,3,1.5718968503618493,False
2023-08-23,2023,0,1.4115344760477557,False
2023-08-23,2023,1,1.667759055645345,False
2023-08-23,2023,2,1.4726575866409444,False
2023-08-23,2023,3,1.2356361860592757,False
2023-08-24,2023,0,1.338383463649847,False
2023-08-24,2023,1,1.547447443173271,False
2023-08-24,2023,2,1.2425779788781308,False
2023-08-24,2023,3,1.391707819053232,False
2023-08-25,2023,0,2.8423769803446715,True
2023-08-25,2023,1,1.490725689516763,False
2023-08-25,2023,2,2.2650211256115833,True
2023-08-25,2023,3,1.5587045682870317,False
2023-08-28,2023,0,4.513573370837672,True
2023-08-28,2023,1,1.4986893137854265,False
2023-08-28,2023,2,1.6149292058050275,False
2023-08-28,2023,3,1.6837743902637377,False
2023-08-29,2023,0,1.4295345447843002,False
2023-08-29,2023,1,1.4690719078584713,False
2023-08-29,2023,2,1.2347833760800209,False
2023-08-29,2023,3,1.4866100177756372,False
2023-08-30,2023,0,2.8070677152415486,True
2023-08-30,2023,1,1.358414233730656,False
2023-08-30,2023,2,1.5703494984414295,False
2023-08-30,2023,3,1.6004929387177023,False
2023-08-31,2023,0,1.683110042124412,False
2023-08-31,2023,1,1.7622044215773882,True
2023-08-31,2023,2,1.3301902354324089,False
2023-08-31,2023,3,1.559691960048345,False
2023-09-01,2023,0,3.1474577031792,True
2023-09-01,2023,1,1.2850322017596505,False
2023-09-01,2023,2,1.8641280810301333,True
2023-09-01,2023,3,2.2512474104355915,True
2023-09-04,2023,0,1.560041788122064,False
2023-09-04,2023,1,1.5852654625497533,False
2023-09-04,2023,2,2.0151216730611945,True
2023-09-04,2023,3,1.5609806751165718,False
2023-09-05,2023,0,1.3950035627902617,False
2023-09-05,2023,1,1.344966045284156,False
2023-09-05,2023,2,1.5101671855783823,False
2023-09-05,2023,3,1.6071518328283227,False
2023-09-06,2023,0,1.7876242369082906,True
2023-09-06,2023,1,1.803594677062507,True
2023-09-06,2023,2,1.5541740716764028,False
2023-09-06,2023,3,1.739335900905048,False
2023-09-07,2023,0,3.3941342902256006,True
2023-09-07,2023,1,1.6314523220045554,False
2023-09-07,2023,2,1.8185439102599963,True
2023-09-07,2023,3,1.755060147426705,False
2023-09-08,2023,0,1.6769466691729293,False
2023-09-08,2023,1,1.373338104714643,False
2023-09-08,2023,2,1.5556279759323597,False
2023-09-08,2023,3,1.5317162640256698,False
2023-09-11,2023,0,1.6930855597086696,False
2023-09-11,2023,1,1.928888406786549,True
2023-09-11,2023,2,1.6391674049644571,False
2023-09-11,2023,3,1.842500765334123,True
2023-09-12,2023,0,1.4380760943342175,False
2023-09-12,2023,1,1.4814133050597085,False
2023-09-12,2023,2,2.457487100451035,True
2023-09-12,2023,3,1.6333506235710393,False
2023-09-13,2023,0,1.2611933944243434,False
2023-09-13,2023,1,1.1939696659322963,False
2023-09-13,2023,2,2.0211439790988197,True
2023-09-13,2023,3,1.4113803787554224,False
2023-09-14,2023,0,1.2603451714342713,False
2023-09-14,2023,1,1.630870756395976,False
2023-09-14,2023,2,1.4053359834350059,False
2023-09-14,2023,3,2.6444119214485293,True
2023-09-15,2023,0,1.8212615447876301,True
2023-09-15,2023,1,1.4819878948445269,False
2023-09-15,2023,2,1.5769991879265604,False
2023-09-15,2023,3,1.5306687219137172,False
2023-09-18,2023,0,1.9226786344031355,True
2023-09-18,2023,1,1.4281110697144863,False
2023-09-18,2023,2,1.7141103271037283,False
2023-09-18,2023,3,1.4865178360032478,False
2023-09-19,2023,0,1.6619719667383561,False
2023-09-19,2023,1,1.8039687965275795,True
2023-09-19,2023,2,1.806813351643329,True
2023-09-19,2023,3,1.5724493027737383,False
2023-09-20,2023,0,1.3884270601585462,False
2023-09-20,2023,1,1.8504401483026687,True
2023-09-20,2023,2,1.3085027527367243,False
2023-09-20,2023,3,1.4788154868238506,False
2023-09-21,2023,0,1.4284156947797424,False
2023-09-21,2023,1,1.6384492911696331,False
2023-09-21,2023,2,2.1592332861507364,True
2023-09-21,2023,3,1.848506242390547,True
2023-09-22,2023,0,1.2957197867878876,False
2023-09-22,2023,1,1.4580465901449697,False
2023-09-22,2023,2,1.5340360324061542,False
2023-09-22,2023,3,1.7039446686081712,False
2023-09-25,2023,0,1.7593269053159282,False
2023-09-25,2023,1,1.4084514475716026,False
2023-09-25,2023,2,2.0471988735571127,True
2023-09-25,2023,3,1.4828286816179677,False
2023-09-26,2023,0,1.326669370348281,False
2023-09-26,2023,1,1.397336599814647,False
2023-09-26,2023,2,1.3490366140498635,False
2023-09-26,2023,3,1.5126787075463597,False
2023-09-27,2023,0,1.2889454520007977,False
2023-09-27,2023,1,2.1246222903235665,True
2023-09-27,2023,2,1.4331493124624608,False
2023-09-27,2023,3,1.558455284205126,False
2023-09-28,2023,0,1.7761485873490677,True
2023-09-28,2023,1,1.3436640295136075,False
2023-09-28,2023,2,1.4629826995840298,False
2023-09-28,2023,3,1.4914968387703864,False
2023-10-09,2023,0,1.8847074818062601,True
2023-10-09,2023,1,1.6155863252826554,False
2023-10-09,2023,2,1.6897841669923297,False
2023-10-09,2023,3,2.0908691143450957,True
2023-10-10,2023,0,1.6328561999830544,False
2023-10-10,2023,1,1.7648786650452353,True
2023-10-10,2023,2,1.2831882188949695,False
2023-10-10,2023,3,1.236074607142577,False
2023-10-11,2023,0,1.403343008142902,False
2023-10-11,2023,1,1.5512112368864752,False
2023-10-11,2023,2,1.3014861113461718,False
2023-10-11,2023,3,1.4029477028885333,False
2023-10-12,2023,0,2.067641912693393,True
2023-10-12,2023,1,1.910959156928268,True
2023-10-12,2023,2,1.5067450363737478,False
2023-10-12,2023,3,2.0942933735921847,True
2023-10-13,2023,0,3.6305739889348523,True
2023-10-13,2023,1,1.8915415545346088,True
2023-10-13,2023,2,1.5317494764243926,False
2023-10-13,2023,3,1.20782851955282,False
2023-10-16,2023,0,1.3024759053493709,False
2023-10-16,2023,1,1.6506483829505052,False
2023-10-16,2023,2,2.0299547153448803,True
2023-10-16,2023,3,1.7950520498130302,True
2023-10-17,2023,0,1.4354452885555145,False
2023-10-17,2023,1,1.255439698918961,False
2023-10-17,2023,2,1.4500056606846334,False
2023-10-17,2023,3,1.1515834107820917,False
2023-10-18,2023,0,1.9239433783961688,True
2023-10-18,2023,1,1.3912528928680696,False
2023-10-18,2023,2,1.7739166692010297,True
2023-10-18,2023,3,1.598822762298429,False
2023-10-19,2023,0,1.8708373390684125,True
2023-10-19,2023,1,1.3467614470141542,False
2023-10-19,2023,2,1.3693460874469812,False
2023-10-19,2023,3,1.3025743032370682,False
2023-10-20,2023,0,1.4112167870858148,False
2023-10-20,2023,1,1.3678565558312903,False
2023-10-20,2023,2,2.0267369595375575,True
2023-10-20,2023,3,2.108306414273756,True
2023-10-23,2023,0,1.7827029175175044,True
2023-10-23,2023,1,1.433696848395417,False
2023-10-23,2023,2,1.5511272240467062,False
2023-10-23,2023,3,1.18608148563236,False
2023-10-24,2023,0,1.326454053701992,False
2023-10-24,2023,1,1.2643250662683487,False
2023-10-24,2023,2,1.4269530888369761,False
2023-10-24,2023,3,1.7021333304151642,False
2023-10-25,2023,0,2.7125229998599623,True
2023-10-25,2023,1,1.6509370446535656,False
2023-10-25,2023,2,1.6046203330939661,False
2023-10-25,2023,3,1.5804154761120002,False
2023-10-26,2023,0,2.035389226745096,True
2023-10-26,2023,1,1.5125830295100702,False
2023-10-26,2023,2,1.3787328942348585,False
2023-10-26,2023,3,1.7993368515308419,True
2023-10-27,2023,0,1.614627425631584,False
2023-10-27,2023,1,1.7197215286733836,False
2023-10-27,2023,2,1.578956112848701,False
2023-10-27,2023,3,1.9761361083561146,True
2023-10-30,2023,0,1.4141743924455636,False
2023-10-30,2023,1,1.2368643492047602,False
2023-10-30,2023,2,1.5300998744273235,False
2023-10-30,2023,3,1.5164068170010316,False
2023-10-31,2023,0,2.1300962896697406,True
2023-10-31,2023,1,1.1782738945274156,False
2023-10-31,2023,2,1.5196035798609926,False
2023-10-31,2023,3,1.231223874531474,False
2023-11-01,2023,0,1.4166927374078604,False
2023-11-01,2023,1,1.4689792673244804,False
2023-11-01,2023,2,1.4406216246503443,False
2023-11-01,2023,3,1.6772242682475904,False
2023-11-02,2023,0,1.978500389912176,True
2023-11-02,2023,1,1.430719629443291,False
2023-11-02,2023,2,1.6742523284129476,False
2023-11-02,2023,3,1.1613058585163187,False
2023-11-03,2023,0,1.8428662627844057,True
2023-11-03,2023,1,1.4831020899833076,False
2023-11-03,2023,2,1.1961566226632052,False
2023-11-03,2023,3,2.0307695874374945,True
2023-11-06,2023,0,3.2669960161404585,True
2023-11-06,2023,1,1.4865920801044599,False
2023-11-06,2023,2,1.512681560092993,False
2023-11-06,2023,3,1.3563659109593127,False
2023-11-07,2023,0,1.220287554841327,False
2023-11-07,2023,1,1.4850985173150437,False
2023-11-07,2023,2,1.3817750268983007,False
2023-11-07,2023,3,1.4593989635979812,False
2023-11-08,2023,0,1.353038292458264,False
2023-11-08,2023,1,1.6481355398311661,False
2023-11-08,2023,2,1.3340338519986572,False
2023-11-08,2023,3,1.2407624631905605,False
2023-11-09,2023,0,1.3871521236171092,False
2023-11-09,2023,1,1.2710739422457598,False
2023-11-09,2023,2,1.562831621416345,False
2023-11-09,2023,3,1.2685476529882753,False
2023-11-10,2023,0,2.5098479726921816,True
2023-11-10,2023,1,1.5059352007262832,False
2023-11-10,2023,2,1.3070611612255236,False
2023-11-10,2023,3,1.7203952032776426,False
2023-11-13,2023,0,1.4601060493102707,False
2023-11-13,2023,1,1.7669197294595005,True
2023-11-13,2023,2,1.3734093350902776,False
2023-11-13,2023,3,1.1519682254099475,False
2023-11-14,2023,0,1.5085413914668335,False
2023-11-14,2023,1,1.782219417243285,True
2023-11-14,2023,2,1.218381474151795,False
2023-11-14,2023,3,1.8297035878158228,True
2023-11-15,2023,0,1.986254483176266,True
2023-11-15,2023,1,1.4239815506326248,False
2023-11-15,2023,2,1.6191825763884782,False
2023-11-15,2023,3,1.9613310706686242,True
2023-11-16,2023,0,1.547374787809824,False
2023-11-16,2023,1,1.5583923011646688,False
2023-11-16,2023,2,1.4081305071096584,False
2023-11-16,2023,3,1.222148330769378,False
2023-11-17,2023,0,1.8842224677473391,True
2023-11-17,2023,1,1.4477889136125732,False
2023-11-17,2023,2,1.2929251526123102,False
2023-11-17,2023,3,1.4279812380632164,False
2023-11-20,2023,0,1.6876821773214443,False
2023-11-20,2023,1,2.1053510594326026,True
2023-11-20,2023,2,1.3438932680624107,False
2023-11-20,2023,3,2.339900941747115,True
2023-11-21,2023,0,1.2692897590801735,False
2023-11-21,2023,1,1.6086166726040503,False
2023-11-21,2023,2,1.709287463626611,False
2023-11-21,2023,3,1.292958065655749,False
2023-11-22,2023,0,1.5032601495189732,False
2023-11-22,2023,1,1.3426384551845667,False
2023-11-22,2023,2,1.5378938831259457,False
2023-11-22,2023,3,1.1594704119025216,False
2023-11-23,2023,0,1.5356083979521062,False
2023-11-23,2023,1,1.5137952198022975,False
2023-11-23,2023,2,1.4079655643910187,False
2023-11-23,2023,3,2.063357476356905,True
2023-11-24,2023,0,1.7769294132835893,True
2023-11-24,2023,1,1.4810030312098237,False
2023-11-24,2023,2,1.5448290222477463,False
2023-11-24,2023,3,1.5631488108639235,False
2023-11-27,2023,0,1.5334172434903093,False
2023-11-27,2023,1,1.5242139038866402,False
2023-11-27,2023,2,1.8191660374481928,True
2023-11-27,2023,3,1.5318817623557417,False
2023-11-28,2023,0,1.9105820154656787,True
2023-11-28,2023,1,1.4238331898219538,False
2023-11-28,2023,2,1.8529359851947653,True
2023-11-28,2023,3,2.0069534971821876,True
2023-11-29,2023,0,1.5152735606096903,False
2023-11-29,2023,1,1.4434161685474387,False
2023-11-29,2023,2,1.7783597697882394,True
2023-11-29,2023,3,1.6326414553548416,False
2023-11-30,2023,0,1.7202974764068315,False
2023-11-30,2023,1,1.9668272382242473,True
2023-11-30,2023,2,1.9268051350554913,True
2023-11-30,2023,3,1.3011788514584541,False
2023-12-01,2023,0,1.6753003521128222,False
2023-12-01,2023,1,1.2818891100745304,False
2023-12-01,2023,2,1.6634775311914063,False
2023-12-01,2023,3,1.4831413575002794,False
2023-12-04,2023,0,1.9954447227451817,True
2023-12-04,2023,1,1.6067476699081147,False
2023-12-04,2023,2,1.317300277829651,False
2023-12-04,2023,3,1.2008564383579645,False
2023-12-05,2023,0,1.4762865010426116,False
2023-12-05,2023,1,1.4175798556946826,False
2023-12-05,2023,2,1.5825103015395035,False
2023-12-05,2023,3,1.2842451188284651,False
2023-12-06,2023,0,1.5193084128298666,False
2023-12-06,2023,1,1.6482203492220244,False
2023-12-06,2023,2,1.361449953289657,False
2023-12-06,2023,3,1.4748875092450244,False
2023-12-07,2023,0,1.55860889625104,False
2023-12-07,2023,1,1.6413293117468009,False
2023-12-07,2023,2,1.8362417979773478,True
2023-12-07,2023,3,1.7618375736985887,True
2023-12-08,2023,0,1.436251085754269,False
2023-12-08,2023,1,1.5537414433039198,False
2023-12-08,2023,2,1.4568514410385403,False
2023-12-08,2023,3,2.5380303294846973,True
2023-12-11,2023,0,3.2811558205456306,True
2023-12-11,2023,1,1.5663955250813455,False
2023-12-11,2023,2,1.6997562678797742,False
2023-12-11,2023,3,1.685366019778877,False
2023-12-12,2023,0,1.693222728182946,False
2023-12-12,2023,1,1.4630059249488125,False
2023-12-12,2023,2,2.113033327797287,True
2023-12-12,2023,3,1.4093368221435698,False
2023-12-13,2023,0,2.225813533622621,True
2023-12-13,2023,1,1.5164564710763186,False
2023-12-13,2023,2,1.6320650704329704,False
2023-12-13,2023,3,1.2005422386000342,False
2023-12-14,2023,0,2.6394494847815455,True
2023-12-14,2023,1,1.3883606883883477,False
2023-12-14,2023,2,1.670760972370341,False
2023-12-14,2023,3,1.5137305012553377,False
2023-12-15,2023,0,1.6538540473915426,False
2023-12-15,2023,1,1.7002172853212456,False
2023-12-15,2023,2,1.848687600541614,True
2023-12-15,2023,3,1.5854353190310626,False
2023-12-18,2023,0,1.173878360486169,False
2023-12-18,2023,1,1.3532265258608356,False
2023-12-18,2023,2,1.542219754621322,False
2023-12-18,2023,3,1.731722452767611,False
2023-12-19,2023,0,2.0361234318626535,True
2023-12-19,2023,1,1.7015058012703617,False
2023-12-19,2023,2,1.3518133188268984,False
2023-12-19,2023,3,1.4203673857370318,False
2023-12-20,2023,0,1.5851660076906762,False
2023-12-20,2023,1,1.8474713212002254,True
2023-12-20,2023,2,1.9343292264628276,True
2023-12-20,2023,3,1.4406316764568152,False
2023-12-21,2023,0,1.8551878153394814,True
2023-12-21,2023,1,1.484633849166836,False
2023-12-21,2023,2,1.5202344602718634,False
2023-12-21,2023,3,1.9944773904506516,True
2023-12-22,2023,0,1.80963059612677,True
2023-12-22,2023,1,1.583951123730762,False
2023-12-22,2023,2,1.524509189623964,False
2023-12-22,2023,3,1.5337611817423957,False
2023-12-25,2023,0,1.8655246563116892,True
2023-12-25,2023,1,1.5726476985442748,False
2023-12-25,2023,2,1.2792682210342405,False
2023-12-25,2023,3,1.2757243435166479,False
2023-12-26,2023,0,1.5237403571253059,False
2023-12-26,2023,1,1.3115236203901646,False
2023-12-26,2023,2,1.6597368209502363,False
2023-12-26,2023,3,1.410659824691965,False
2023-12-27,2023,0,2.0581178790765096,True
2023-12-27,2023,1,1.324025277335589,False
2023-12-27,2023,2,1.400706035627492,False
2023-12-27,2023,3,1.4006719794691542,False
2023-12-28,2023,0,1.6956956001935126,False
2023-12-28,2023,1,1.240819993748378,False
2023-12-28,2023,2,1.3062083852024253,False
2023-12-28,2023,3,1.5193282842725013,False
2023-12-29,2023,0,1.8643317659814334,True
2023-12-29,2023,1,1.5604688245062044,False
2023-12-29,2023,2,1.5745469373045466,False
2023-12-29,2023,3,1.151599778359779,False
2024-01-02,2024,0,2.054845490402942,True
2024-01-02,2024,1,2.01425344099338,True
2024-01-02,2024,2,1.4501899300184502,False
2024-01-02,2024,3,1.3738780816621943,False
2024-01-03,2024,0,1.5211572516059957,False
2024-01-03,2024,1,1.6891882848967041,False
2024-01-03,2024,2,1.3955487576207595,False
2024-01-03,2024,3,1.7417416399904921,False
2024-01-04,2024,0,1.6321862907686688,False
2024-01-04,2024,1,1.2817423946901736,False
2024-01-04,2024,2,1.365523351142178,False
2024-01-04,2024,3,2.2436592473300196,True
2024-01-05,2024,0,1.369718937858295,False
2024-01-05,2024,1,1.3369615368377197,False
2024-01-05,2024,2,1.3350887681526586,False
2024-01-05,2024,3,1.3786498928224156,False
2024-01-08,2024,0,2.353760121730047,True
2024-01-08,2024,1,1.3495540686886267,False
2024-01-08,2024,2,1.7650419851973937,True
2024-01-08,2024,3,1.5717930738431807,False
2024-01-09,2024,0,1.8725777913301414,True
2024-01-09,2024,1,1.4406652976303216,False
2024-01-09,2024,2,1.5118108901229879,False
2024-01-09,2024,3,2.154654196660054,True
2024-01-10,2024,0,1.5224098964292314,False
2024-01-10,2024,1,1.5501301890812236,False
2024-01-10,2024,2,1.6487757740018925,False
2024-01-10,2024,3,1.44919162263113,False
2024-01-11,2024,0,1.5896754192395397,False
2024-01-11,2024,1,1.6007492328809303,False
2024-01-11,2024,2,1.462590963667084,False
2024-01-11,2024,3,2.2258417627438964,True
2024-01-12,2024,0,1.7575394116584944,False
2024-01-12,2024,1,1.5247299502107174,False
2024-01-12,2024,2,1.5567075956606007,False
2024-01-12,2024,3,1.4875207421980372,False
2024-01-15,2024,0,1.4716547702381555,False
2024-01-15,2024,1,1.4755184725371246,False
