day,symbol,source_rows
2025-08-20,588080.SSE,4926
2025-08-21,588000.SSE,4999
2025-08-21,588080.SSE,4942
2025-08-22,588000.SSE,4942
2025-08-22,588080.SSE,4890
2025-08-25,588000.SSE,5005
2025-08-25,588080.SSE,5004
2025-08-26,588000.SSE,5004
2025-08-26,588080.SSE,4998
2025-08-27,588000.SSE,5004
2025-08-27,588080.SSE,4989
2025-08-28,588000.SSE,4999
2025-08-28,588080.SSE,4995
2025-08-29,588000.SSE,5004
2025-08-29,588080.SSE,5003
2025-09-01,588000.SSE,5005
2025-09-01,588080.SSE,4999
2025-09-02,588000.SSE,4992
2025-09-02,588080.SSE,4961
2025-09-03,588000.SSE,5000
2025-09-03,588080.SSE,4952
2025-09-04,588000.SSE,4988
2025-09-04,588080.SSE,4950
2025-09-05,588000.SSE,5001
2025-09-05,588080.SSE,4961
2025-09-08,588000.SSE,4999
2025-09-08,588080.SSE,4971
2025-09-09,588000.SSE,4988
2025-09-09,588080.SSE,4939
2025-09-10,588000.SSE,4983
2025-09-10,588080.SSE,4883
2025-09-11,588000.SSE,4969
2025-09-11,588080.SSE,4910
2025-09-12,588000.SSE,4998
2025-09-12,588080.SSE,4990
2025-09-15,588000.SSE,4999
2025-09-15,588080.SSE,4977
2025-09-16,588000.SSE,4968
2025-09-16,588080.SSE,4909
2025-09-17,588000.SSE,4980
2025-09-17,588080.SSE,4900
2025-09-18,588000.SSE,4986
2025-09-18,588080.SSE,4948
2025-09-19,588000.SSE,4997
2025-09-19,588080.SSE,5001
2025-09-22,588000.SSE,4980
2025-09-22,588080.SSE,4939
2025-09-23,588000.SSE,5003
2025-09-23,588080.SSE,4973
2025-09-24,588000.SSE,4994
2025-09-24,588080.SSE,4936
2025-09-25,588000.SSE,5001
2025-09-25,588080.SSE,4962
2025-09-26,588000.SSE,4994
2025-09-26,588080.SSE,4935
2025-09-29,588000.SSE,4980
2025-09-29,588080.SSE,4921
2025-09-30,588000.SSE,4996
2025-09-30,588080.SSE,4963
2025-10-09,588000.SSE,5001
2025-10-09,588080.SSE,4979
2025-10-10,588000.SSE,4861
2025-10-10,588080.SSE,4857
2025-10-13,588000.SSE,5004
2025-10-13,588080.SSE,5005
2025-10-14,588000.SSE,5005
2025-10-14,588080.SSE,4984
2025-10-15,588000.SSE,5001
2025-10-15,588080.SSE,4941
2025-10-16,588000.SSE,4993
2025-10-16,588080.SSE,4913
2025-10-17,588000.SSE,4873
2025-10-17,588080.SSE,4861
2025-10-20,588000.SSE,5003
2025-10-20,588080.SSE,4976
2025-10-21,588000.SSE,5002
2025-10-21,588080.SSE,4933
2025-10-22,588000.SSE,4994
2025-10-22,588080.SSE,4931
2025-10-23,588000.SSE,4960
2025-10-23,588080.SSE,4901
2025-10-24,588000.SSE,5004
2025-10-24,588080.SSE,4963
2025-10-27,588000.SSE,5004
2025-10-27,588080.SSE,4998
2025-10-28,588000.SSE,4988
2025-10-28,588080.SSE,4936
2025-10-29,588000.SSE,4966
2025-10-29,588080.SSE,4889
2025-10-30,588000.SSE,4996
2025-10-30,588080.SSE,4925
2025-10-31,588000.SSE,4986
2025-10-31,588080.SSE,4915
2025-11-03,588000.SSE,5000
2025-11-03,588080.SSE,4952
2025-11-04,588000.SSE,4967
2025-11-04,588080.SSE,4906
2025-11-05,588000.SSE,5002
2025-11-05,588080.SSE,4961
2025-11-06,588000.SSE,4984
2025-11-06,588080.SSE,4928
2025-11-07,588000.SSE,4999
2025-11-07,588080.SSE,4946
2025-11-10,588000.SSE,4971
2025-11-10,588080.SSE,4878
2025-11-11,588000.SSE,5004
2025-11-11,588080.SSE,4920
2025-11-12,588000.SSE,4985
2025-11-12,588080.SSE,4906
2025-11-13,588000.SSE,4967
2025-11-13,588080.SSE,4904
2025-11-14,588000.SSE,4994
2025-11-14,588080.SSE,4926
2025-11-17,588000.SSE,5001
2025-11-17,588080.SSE,4948
2025-11-18,588000.SSE,4977
2025-11-18,588080.SSE,4893
2025-11-19,588000.SSE,4941
2025-11-19,588080.SSE,4864
2025-11-20,588000.SSE,5000
2025-11-20,588080.SSE,4956
2025-11-21,588000.SSE,5005
2025-11-21,588080.SSE,4970
2025-11-24,588000.SSE,4995
2025-11-24,588080.SSE,4937
2025-11-25,588000.SSE,4994
2025-11-25,588080.SSE,4935
2025-11-26,588000.SSE,4953
2025-11-26,588080.SSE,4883
2025-11-27,588000.SSE,4968
2025-11-27,588080.SSE,4881
2025-11-28,588000.SSE,4964
2025-11-28,588080.SSE,4871
2025-12-01,588000.SSE,4975
2025-12-01,588080.SSE,4881
2025-12-02,588000.SSE,4964
2025-12-02,588080.SSE,4932
2025-12-03,588000.SSE,4924
2025-12-03,588080.SSE,4881
2025-12-04,588000.SSE,4957
2025-12-04,588080.SSE,4842
2025-12-05,588000.SSE,4991
2025-12-05,588080.SSE,4918
2025-12-08,588000.SSE,4997
2025-12-08,588080.SSE,4933
2025-12-09,588000.SSE,4970
2025-12-09,588080.SSE,4889
2025-12-10,588000.SSE,4989
2025-12-10,588080.SSE,4898
2025-12-11,588000.SSE,4974
2025-12-11,588080.SSE,4879
2025-12-12,588000.SSE,4957
2025-12-12,588080.SSE,4871
2025-12-15,588000.SSE,4992
2025-12-15,588080.SSE,4914
2025-12-16,588000.SSE,4991
2025-12-16,588080.SSE,4883
2025-12-17,588000.SSE,4901
2025-12-17,588080.SSE,4805
2025-12-18,588000.SSE,4990
2025-12-18,588080.SSE,4920
2025-12-19,588000.SSE,4983
2025-12-19,588080.SSE,4892
2025-12-22,588000.SSE,4972
2025-12-22,588080.SSE,4878
2025-12-23,588000.SSE,4955
2025-12-23,588080.SSE,4895
2025-12-24,588000.SSE,4966
2025-12-24,588080.SSE,4856
2025-12-25,588000.SSE,4961
2025-12-25,588080.SSE,4859
2025-12-26,588000.SSE,4971
2025-12-26,588080.SSE,4855
2025-12-29,588000.SSE,4960
2025-12-29,588080.SSE,4861
2025-12-30,588000.SSE,4952
2025-12-30,588080.SSE,4849
2025-12-31,588000.SSE,4957
2025-12-31,588080.SSE,4868
