symbol,year,trading_day,start_timestamp,start_shock_intensity,start_vol_ratio,same_session_normal_recovered,right_censored,bars_to_leave_unsafe,bars_to_normal,available_bars_after_start,recurrent_shock_before_normal,recurrent_shock_count_before_normal,peak_vol_ratio_before_normal,peak_shock_intensity_before_normal
000852.SH,2021,2021-12-13,2021-12-13 10:40:00,3.5932195794355106,1.627139289325736,True,False,1.0,8.0,8,False,0,1.627139289325736,3.5932195794355106
000852.SH,2021,2021-12-14,2021-12-14 10:15:00,3.2169932412636917,1.2316320246658132,True,False,1.0,12.0,12,False,0,1.4555626467969878,3.2169932412636917
000852.SH,2021,2021-12-15,2021-12-15 14:40:00,3.058469335529852,1.0760242614022992,True,False,1.0,1.0,1,False,0,1.0760242614022992,3.058469335529852
000852.SH,2021,2021-12-16,2021-12-16 09:40:00,3.1932641937165203,1.3262791702263195,True,False,12.0,14.0,14,False,0,1.716907361567176,3.1932641937165203
000852.SH,2021,2021-12-17,2021-12-17 10:45:00,3.1170486270836197,1.361873810088476,True,False,1.0,12.0,12,False,0,1.361873810088476,3.1170486270836197
000852.SH,2021,2021-12-20,2021-12-20 09:40:00,3.911232945688661,1.3445006050185264,True,False,1.0,12.0,12,True,1,1.6326680171472632,3.911232945688661
000852.SH,2021,2021-12-23,2021-12-23 09:40:00,3.701001191439327,1.1496671945809458,True,False,1.0,1.0,1,False,0,1.1496671945809458,3.701001191439327
000852.SH,2021,2021-12-24,2021-12-24 10:05:00,3.543926180153238,1.409808703414785,True,False,2.0,21.0,21,True,2,1.7796276250493668,4.246414025386208
000852.SH,2021,2021-12-29,2021-12-29 09:55:00,3.1464730285225535,1.043260332695192,True,False,1.0,1.0,1,False,0,1.043260332695192,3.1464730285225535
000852.SH,2021,2021-12-30,2021-12-30 09:40:00,3.5605689019350177,1.1183763311118102,True,False,1.0,12.0,12,False,0,1.315412835078182,3.5605689019350177
000852.SH,2021,2021-12-31,2021-12-31 09:40:00,4.038912888382953,1.224329303150794,True,False,1.0,1.0,1,False,0,1.224329303150794,4.038912888382953
000852.SH,2022,2022-01-04,2022-01-04 09:55:00,4.082742948076152,1.5377869341878292,True,False,1.0,15.0,15,True,1,1.5377869341878292,4.082742948076152
000852.SH,2022,2022-01-05,2022-01-05 09:50:00,3.2878666634749614,1.2471000362984381,True,False,1.0,20.0,20,False,0,1.643128895798986,3.2878666634749614
000852.SH,2022,2022-01-06,2022-01-06 10:35:00,3.067905424748004,1.4390285189080434,True,False,1.0,7.0,7,False,0,1.4390285189080434,3.067905424748004
000852.SH,2022,2022-01-07,2022-01-07 13:10:00,3.961039208175855,1.621131497196254,True,False,1.0,12.0,12,False,0,1.621131497196254,3.961039208175855
