symbol,horizon,year,sampling,model,rule,factor,context,rows,events,alerts,hits,precision,recall,alert_time_share,false_positive_rate
000688.SH,5,2024,nonoverlap,clock_only,point,4,quiet_no_recent_shock,5132,109,144,66,0.4583333333333333,0.6055045871559633,0.028059236165237724,0.015528568584511248
000688.SH,5,2024,nonoverlap,multiscale,probability_0.5,high_level,all,11132,5873,5238,4271,0.8153875525009545,0.7272262898007833,0.47053539346029466,0.18387526145655067
000688.SH,5,2024,nonoverlap,multiscale,probability_0.5,2,all,11132,917,351,288,0.8205128205128205,0.31406761177753545,0.03153072224218469,0.006167400881057269
000688.SH,5,2024,nonoverlap,multiscale,probability_0.5,2,quiet_no_recent_shock,5132,625,165,123,0.7454545454545455,0.1968,0.03215120810600156,0.009318837364100288
000688.SH,5,2024,nonoverlap,multiscale,probability_0.5,3,all,11132,382,239,212,0.8870292887029289,0.5549738219895288,0.021469637082285303,0.0025116279069767444
000688.SH,5,2024,nonoverlap,multiscale,probability_0.5,3,quiet_no_recent_shock,5132,224,82,69,0.8414634146341463,0.3080357142857143,0.01597817614964926,0.0026487367563162185
000688.SH,5,2024,nonoverlap,multiscale,probability_0.5,4,all,11132,236,212,174,0.8207547169811321,0.7372881355932204,0.019044196909809557,0.0034875183553597653
000688.SH,5,2024,nonoverlap,multiscale,probability_0.5,4,quiet_no_recent_shock,5132,109,65,54,0.8307692307692308,0.4954128440366973,0.012665627435697584,0.00218992633884133
000688.SH,15,2024,dense,multiscale,point,2,all,50820,1509,592,502,0.847972972972973,0.3326706428098078,0.011648957103502559,0.001825150574922431
000688.SH,15,2024,dense,multiscale,point,2,quiet_no_recent_shock,20503,858,204,176,0.8627450980392157,0.20512820512820512,0.00994976344925133,0.0014252990582845507
000688.SH,15,2024,dense,multiscale,point,3,all,50820,417,229,179,0.7816593886462883,0.4292565947242206,0.004506099960645415,0.00099200444417991
000688.SH,15,2024,dense,multiscale,point,3,quiet_no_recent_shock,20503,192,64,51,0.796875,0.265625,0.0031214944154513975,0.0006400472650288021
000688.SH,15,2024,dense,multiscale,point,4,all,50820,170,135,79,0.5851851851851851,0.4647058823529412,0.002656434474616293,0.0011056268509378085
000688.SH,15,2024,dense,multiscale,point,4,quiet_no_recent_shock,20503,72,24,17,0.7083333333333334,0.2361111111111111,0.001170560405794274,0.00034261661201115954
000688.SH,15,2024,dense,persistence,point,2,all,50820,1509,0,0,,0.0,0.0,0.0
000688.SH,15,2024,dense,persistence,point,2,quiet_no_recent_shock,20503,858,0,0,,0.0,0.0,0.0
000688.SH,15,2024,dense,persistence,point,3,all,50820,417,0,0,,0.0,0.0,0.0
000688.SH,15,2024,dense,persistence,point,3,quiet_no_recent_shock,20503,192,0,0,,0.0,0.0,0.0
000688.SH,15,2024,dense,persistence,point,4,all,50820,170,0,0,,0.0,0.0,0.0
000688.SH,15,2024,dense,persistence,point,4,quiet_no_recent_shock,20503,72,0,0,,0.0,0.0,0.0
000688.SH,15,2024,dense,clock_only,point,2,all,50820,1509,1424,631,0.4431179775280899,0.4181577203445991,0.028020464384100746,0.016081604510149866
000688.SH,15,2024,dense,clock_only,point,2,quiet_no_recent_shock,20503,858,724,228,0.3149171270718232,0.26573426573426573,0.03531190557479393,0.0252481547467549
000688.SH,15,2024,dense,clock_only,point,3,all,50820,417,552,281,0.5090579710144928,0.6738609112709832,0.010861865407319952,0.0053766640874551115
000688.SH,15,2024,dense,clock_only,point,3,quiet_no_recent_shock,20503,192,247,107,0.4331983805668016,0.5572916666666666,0.012047017509632737,0.0068928167003101766
000688.SH,15,2024,dense,clock_only,point,4,all,50820,170,326,122,0.37423312883435583,0.7176470588235294,0.006414797323888233,0.0040276406712734455
000688.SH,15,2024,dense,clock_only,point,4,quiet_no_recent_shock,20503,72,143,46,0.32167832167832167,0.6388888888888888,0.0069745890845242155,0.004747687337868924
000688.SH,15,2024,dense,multiscale,probability_0.5,high_level,all,50820,27959,24822,21520,0.8669728466682781,0.769698487070353,0.4884297520661157,0.14443812606622633
000688.SH,15,2024,dense,multiscale,probability_0.5,2,all,50820,1509,432,394,0.9120370370370371,0.26110006626905236,0.008500590318772138,0.0007706191316339153
000688.SH,15,2024,dense,multiscale,probability_0.5,2,quiet_no_recent_shock,20503,858,142,134,0.9436619718309859,0.1561771561771562,0.006925815734282788,0.0004072283023670145
000688.SH,15,2024,dense,multiscale,probability_0.5,3,all,50820,417,197,159,0.8071065989847716,0.381294964028777,0.003876426603699331,0.0007539233775767316
000688.SH,15,2024,dense,multiscale,probability_0.5,3,quiet_no_recent_shock,20503,192,54,47,0.8703703703703703,0.24479166666666666,0.0026337609130371166,0.00034464083501550884
000688.SH,15,2024,dense,multiscale,probability_0.5,4,all,50820,170,114,71,0.6228070175438597,0.4176470588235294,0.002243211334120425,0.0008489634748272458
000688.SH,15,2024,dense,multiscale,probability_0.5,4,quiet_no_recent_shock,20503,72,16,14,0.875,0.19444444444444445,0.0007803736038628494,9.7890460574617e-05
000688.SH,15,2024,nonoverlap,multiscale,point,2,all,3388,282,239,223,0.9330543933054394,0.7907801418439716,0.070543093270366,0.0051513200257566
000688.SH,15,2024,nonoverlap,multiscale,point,2,quiet_no_recent_shock,1347,119,74,71,0.9594594594594594,0.5966386554621849,0.05493689680772086,0.0024429967426710096
000688.SH,15,2024,nonoverlap,multiscale,point,3,all,3388,177,191,154,0.806282722513089,0.8700564971751412,0.0563754427390791,0.011522890065400186
000688.SH,15,2024,nonoverlap,multiscale,point,3,quiet_no_recent_shock,1347,64,53,47,0.8867924528301887,0.734375,0.03934669636228656,0.004676539360872954
000688.SH,15,2024,nonoverlap,multiscale,point,4,all,3388,99,130,75,0.5769230769230769,0.7575757575757576,0.03837072018890201,0.016722408026755852
000688.SH,15,2024,nonoverlap,multiscale,point,4,quiet_no_recent_shock,1347,36,24,17,0.7083333333333334,0.4722222222222222,0.017817371937639197,0.005339435545385202
000688.SH,15,2024,nonoverlap,persistence,point,2,all,3388,282,0,0,,0.0,0.0,0.0
000688.SH,15,2024,nonoverlap,persistence,point,2,quiet_no_recent_shock,1347,119,0,0,,0.0,0.0,0.0
000688.SH,15,2024,nonoverlap,persistence,point,3,all,3388,177,0,0,,0.0,0.0,0.0
000688.SH,15,2024,nonoverlap,persistence,point,3,quiet_no_recent_shock,1347,64,0,0,,0.0,0.0,0.0
000688.SH,15,2024,nonoverlap,persistence,point,4,all,3388,99,0,0,,0.0,0.0,0.0
000688.SH,15,2024,nonoverlap,persistence,point,4,quiet_no_recent_shock,1347,36,0,0,,0.0,0.0,0.0
000688.SH,15,2024,nonoverlap,clock_only,point,2,all,3388,282,275,220,0.8,0.7801418439716312,0.08116883116883117,0.017707662588538314
000688.SH,15,2024,nonoverlap,clock_only,point,2,quiet_no_recent_shock,1347,119,125,77,0.616,0.6470588235294118,0.09279881217520415,0.03908794788273615
000688.SH,15,2024,nonoverlap,clock_only,point,3,all,3388,177,195,151,0.7743589743589744,0.8531073446327684,0.05755608028335301,0.013702896293989412
000688.SH,15,2024,nonoverlap,clock_only,point,3,quiet_no_recent_shock,1347,64,74,54,0.7297297297297297,0.84375,0.05493689680772086,0.01558846453624318
000688.SH,15,2024,nonoverlap,clock_only,point,4,all,3388,99,154,80,0.5194805194805194,0.8080808080808081,0.045454545454545456,0.02249923989054424
000688.SH,15,2024,nonoverlap,clock_only,point,4,quiet_no_recent_shock,1347,36,60,30,0.5,0.8333333333333334,0.044543429844097995,0.02288329519450801
000688.SH,15,2024,nonoverlap,multiscale,probability_0.5,high_level,all,3388,1962,1691,1498,0.885866351271437,0.763506625891947,0.49911452184179456,0.135343618513324
000688.SH,15,2024,nonoverlap,multiscale,probability_0.5,2,all,3388,282,231,218,0.9437229437229437,0.7730496453900709,0.06818181818181818,0.004185447520927237
000688.SH,15,2024,nonoverlap,multiscale,probability_0.5,2,quiet_no_recent_shock,1347,119,71,69,0.971830985915493,0.5798319327731093,0.05270972531551596,0.0016286644951140066
000688.SH,15,2024,nonoverlap,multiscale,probability_0.5,3,all,3388,177,180,147,0.8166666666666667,0.8305084745762712,0.053128689492325853,0.010277172220492058
000688.SH,15,2024,nonoverlap,multiscale,probability_0.5,3,quiet_no_recent_shock,1347,64,50,44,0.88,0.6875,0.03711952487008166,0.004676539360872954
000688.SH,15,2024,nonoverlap,multiscale,probability_0.5,4,all,3388,99,112,69,0.6160714285714286,0.696969696969697,0.03305785123966942,0.01307388263910003
000688.SH,15,2024,nonoverlap,multiscale,probability_0.5,4,quiet_no_recent_shock,1347,36,16,14,0.875,0.3888888888888889,0.011878247958426132,0.0015255530129672007
000688.SH,30,2024,dense,multiscale,point,2,all,43560,1065,464,364,0.7844827586206896,0.34178403755868547,0.010651974288337925,0.0023532180256500765
000688.SH,30,2024,dense,multiscale,point,2,quiet_no_recent_shock,15193,497,176,132,0.75,0.2655935613682093,0.011584282235239914,0.0029940119760479044
000688.SH,30,2024,dense,multiscale,point,3,all,43560,242,109,59,0.5412844036697247,0.24380165289256198,0.002502295684113866,0.001154254582390692
000688.SH,30,2024,dense,multiscale,point,3,quiet_no_recent_shock,15193,101,20,15,0.75,0.1485148514851485,0.00131639570854999,0.00033130135170951496
000688.SH,30,2024,dense,multiscale,point,4,all,43560,57,39,13,0.3333333333333333,0.22807017543859648,0.0008953168044077135,0.0005976599314989771
000688.SH,30,2024,dense,multiscale,point,4,quiet_no_recent_shock,15193,18,1,1,1.0,0.05555555555555555,6.58197854274995e-05,0.0
000688.SH,30,2024,dense,persistence,point,2,all,43560,1065,0,0,,0.0,0.0,0.0
000688.SH,30,2024,dense,persistence,point,2,quiet_no_recent_shock,15193,497,0,0,,0.0,0.0,0.0
000688.SH,30,2024,dense,persistence,point,3,all,43560,242,0,0,,0.0,0.0,0.0
000688.SH,30,2024,dense,persistence,point,3,quiet_no_recent_shock,15193,101,0,0,,0.0,0.0,0.0
000688.SH,30,2024,dense,persistence,point,4,all,43560,57,0,0,,0.0,0.0,0.0
000688.SH,30,2024,dense,persistence,point,4,quiet_no_recent_shock,15193,18,0,0,,0.0,0.0,0.0
000688.SH,30,2024,dense,clock_only,point,2,all,43560,1065,1256,601,0.4785031847133758,0.564319248826291,0.028833792470156105,0.015413578068008001
000688.SH,30,2024,dense,clock_only,point,2,quiet_no_recent_shock,15193,497,718,258,0.3593314763231198,0.5191146881287726,0.04725860593694465,0.03130103429504627
000688.SH,30,2024,dense,clock_only,point,3,all,43560,242,421,151,0.3586698337292161,0.6239669421487604,0.009664830119375575,0.006232974744909738
000688.SH,30,2024,dense,clock_only,point,3,quiet_no_recent_shock,15193,101,197,67,0.3401015228426396,0.6633663366336634,0.012966497729217402,0.00861383514444739
000688.SH,30,2024,dense,clock_only,point,4,all,43560,57,164,33,0.20121951219512196,0.5789473684210527,0.0037649219467401286,0.0030112865779371536
000688.SH,30,2024,dense,clock_only,point,4,quiet_no_recent_shock,15193,18,71,15,0.2112676056338028,0.8333333333333334,0.004673204765352465,0.003690280065897858
000688.SH,30,2024,dense,multiscale,probability_0.5,high_level,all,43560,24882,22137,19473,0.8796584903103402,0.7826139377863516,0.5081955922865014,0.14262769033087055
000688.SH,30,2024,dense,multiscale,probability_0.5,2,all,43560,1065,345,283,0.8202898550724638,0.26572769953051645,0.007920110192837466,0.0014589951759030474
000688.SH,30,2024,dense,multiscale,probability_0.5,2,quiet_no_recent_shock,15193,497,119,98,0.8235294117647058,0.19718309859154928,0.007832554465872442,0.0014289602612955906
000688.SH,30,2024,dense,multiscale,probability_0.5,3,all,43560,242,85,49,0.5764705882352941,0.2024793388429752,0.0019513314967860422,0.0008310632993212983
000688.SH,30,2024,dense,multiscale,probability_0.5,3,quiet_no_recent_shock,15193,101,12,9,0.75,0.0891089108910891,0.0007898374251299941,0.00019878081102570898
000688.SH,30,2024,dense,multiscale,probability_0.5,4,all,43560,57,33,12,0.36363636363636365,0.21052631578947367,0.0007575757575757576,0.00048272532928763534
000688.SH,30,2024,dense,multiscale,probability_0.5,4,quiet_no_recent_shock,15193,18,1,1,1.0,0.05555555555555555,6.58197854274995e-05,0.0
000688.SH,30,2024,nonoverlap,multiscale,point,2,all,1452,199,207,170,0.821256038647343,0.8542713567839196,0.14256198347107438,0.029529130087789304
000688.SH,30,2024,nonoverlap,multiscale,point,2,quiet_no_recent_shock,503,75,60,53,0.8833333333333333,0.7066666666666667,0.11928429423459244,0.016355140186915886
000688.SH,30,2024,nonoverlap,multiscale,point,3,all,1452,80,107,57,0.5327102803738317,0.7125,0.07369146005509641,0.03644314868804665
000688.SH,30,2024,nonoverlap,multiscale,point,3,quiet_no_recent_shock,503,33,20,15,0.75,0.45454545454545453,0.039761431411530816,0.010638297872340425
000688.SH,30,2024,nonoverlap,multiscale,point,4,all,1452,20,39,13,0.3333333333333333,0.65,0.026859504132231406,0.018156424581005588
000688.SH,30,2024,nonoverlap,multiscale,point,4,quiet_no_recent_shock,503,6,1,1,1.0,0.16666666666666666,0.0019880715705765406,0.0
000688.SH,30,2024,nonoverlap,persistence,point,2,all,1452,199,0,0,,0.0,0.0,0.0
000688.SH,30,2024,nonoverlap,persistence,point,2,quiet_no_recent_shock,503,75,0,0,,0.0,0.0,0.0
000688.SH,30,2024,nonoverlap,persistence,point,3,all,1452,80,0,0,,0.0,0.0,0.0
000688.SH,30,2024,nonoverlap,persistence,point,3,quiet_no_recent_shock,503,33,0,0,,0.0,0.0,0.0
000688.SH,30,2024,nonoverlap,persistence,point,4,all,1452,20,0,0,,0.0,0.0,0.0
000688.SH,30,2024,nonoverlap,persistence,point,4,quiet_no_recent_shock,503,6,0,0,,0.0,0.0,0.0
000688.SH,30,2024,nonoverlap,clock_only,point,2,all,1452,199,203,168,0.8275862068965517,0.8442211055276382,0.13980716253443526,0.027932960893854747
000688.SH,30,2024,nonoverlap,clock_only,point,2,quiet_no_recent_shock,503,75,76,61,0.8026315789473685,0.8133333333333334,0.15109343936381708,0.035046728971962614
000688.SH,30,2024,nonoverlap,clock_only,point,3,all,1452,80,126,67,0.5317460317460317,0.8375,0.08677685950413223,0.043002915451895045
000688.SH,30,2024,nonoverlap,clock_only,point,3,quiet_no_recent_shock,503,33,51,28,0.5490196078431373,0.8484848484848485,0.10139165009940358,0.04893617021276596
000688.SH,30,2024,nonoverlap,clock_only,point,4,all,1452,20,73,18,0.2465753424657534,0.9,0.05027548209366391,0.03840782122905028
000688.SH,30,2024,nonoverlap,clock_only,point,4,quiet_no_recent_shock,503,6,26,6,0.23076923076923078,1.0,0.05168986083499006,0.04024144869215292
000688.SH,30,2024,nonoverlap,multiscale,probability_0.5,high_level,all,1452,903,770,712,0.9246753246753247,0.7884828349944629,0.5303030303030303,0.10564663023679417
000688.SH,30,2024,nonoverlap,multiscale,probability_0.5,2,all,1452,199,192,163,0.8489583333333334,0.8190954773869347,0.1322314049586777,0.02314445331205108
000688.SH,30,2024,nonoverlap,multiscale,probability_0.5,2,quiet_no_recent_shock,503,75,56,51,0.9107142857142857,0.68,0.11133200795228629,0.011682242990654205
000688.SH,30,2024,nonoverlap,multiscale,probability_0.5,3,all,1452,80,85,49,0.5764705882352941,0.6125,0.05853994490358127,0.026239067055393587
000688.SH,30,2024,nonoverlap,multiscale,probability_0.5,3,quiet_no_recent_shock,503,33,12,9,0.75,0.2727272727272727,0.02385685884691849,0.006382978723404255
000688.SH,30,2024,nonoverlap,multiscale,probability_0.5,4,all,1452,20,33,12,0.36363636363636365,0.6,0.022727272727272728,0.014664804469273743
000688.SH,30,2024,nonoverlap,multiscale,probability_0.5,4,quiet_no_recent_shock,503,6,1,1,1.0,0.16666666666666666,0.0019880715705765406,0.0
