entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
513,867,1,2023-01-05 10:03:00+08:00,2023-01-06 13:27:00+08:00,6455.95,6503.18,354,73.15731999163688,69.1288627550879,False
964,1203,1,2023-01-09 09:34:00+08:00,2023-01-10 09:33:00+08:00,6533.85,6506.74,239,-41.4916167343915,-45.47422356633191,False
1203,1499,-1,2023-01-10 09:33:00+08:00,2023-01-11 10:29:00+08:00,6506.74,6558.33,296,-79.28701623239887,-83.28621639236644,False
1661,1713,-1,2023-01-11 14:41:00+08:00,2023-01-12 10:03:00+08:00,6483.97,6527.07,52,-66.4716215528438,-70.47082171281139,False
1784,2137,-1,2023-01-12 11:14:00+08:00,2023-01-13 14:37:00+08:00,6475.6,6513.97,353,-59.253196614985626,-63.2523967749532,False
2162,2882,1,2023-01-16 09:32:00+08:00,2023-01-19 09:32:00+08:00,6532.17,6596.67,720,98.74207193015572,94.70338283920077,False
3122,3915,1,2023-01-20 09:32:00+08:00,2023-02-01 10:45:00+08:00,6716.19,6817.77,793,151.24646563006826,147.1867789811454,False
4107,4342,1,2023-02-02 09:57:00+08:00,2023-02-03 09:52:00+08:00,6940.52,6891.13,235,-71.16181496487295,-75.13255609066238,False
4343,4481,-1,2023-02-03 09:53:00+08:00,2023-02-03 13:41:00+08:00,6888.06,6885.44,138,3.8036834754640036,-0.19551668450357162,False
5318,5606,1,2023-02-09 10:08:00+08:00,2023-02-10 10:56:00+08:00,6927.36,6980.04,288,76.0462860310418,72.01667343914808,False
5624,5767,-1,2023-02-10 11:14:00+08:00,2023-02-13 09:37:00+08:00,6965.5,7011.53,143,-66.08283683870565,-70.08203699867322,False
5767,6070,1,2023-02-13 09:37:00+08:00,2023-02-14 10:40:00+08:00,7011.53,7036.76,303,35.983587034500445,31.96999631783104,False
6647,7211,-1,2023-02-16 13:47:00+08:00,2023-02-21 09:41:00+08:00,7055.83,6991.44,564,91.257867607355,87.25866744738741,False
7217,7301,1,2023-02-21 09:47:00+08:00,2023-02-21 11:11:00+08:00,7004.23,6966.69,84,-53.596184020228144,-57.5739499934258,False
7302,8403,-1,2023-02-21 11:12:00+08:00,2023-02-28 09:33:00+08:00,6955.89,6927.74,1101,40.46930011831762,36.47009995835005,False
8405,9192,1,2023-02-28 09:35:00+08:00,2023-03-03 10:42:00+08:00,6936.25,6942.78,787,9.414308884483358,5.411343753956022,False
9194,9499,-1,2023-03-03 10:44:00+08:00,2023-03-06 13:19:00+08:00,6931.05,7004.71,305,-106.27538396058344,-110.27458412055103,False
10324,11045,-1,2023-03-10 09:34:00+08:00,2023-03-15 09:35:00+08:00,6854.55,6824.54,721,43.78113807616879,39.781937916201215,False
11047,11283,1,2023-03-15 09:37:00+08:00,2023-03-16 09:33:00+08:00,6829.12,6764.05,236,-95.28314043390607,-99.24423495882739,False
11285,11529,-1,2023-03-16 09:35:00+08:00,2023-03-17 09:39:00+08:00,6761.69,6738.92,244,33.67501319936239,29.675813039393706,False
12246,12484,1,2023-03-22 09:36:00+08:00,2023-03-23 09:34:00+08:00,6839.3,6810.94,238,-41.466231924320866,-45.44884890815393,False
13231,14164,-1,2023-03-28 10:01:00+08:00,2023-04-03 09:34:00+08:00,6833.98,6900.71,933,-97.64441804043899,-101.64361820040656,False
14173,14474,1,2023-04-03 09:43:00+08:00,2023-04-04 10:44:00+08:00,6902.63,6924.9,301,32.26306494770847,28.25096214229106,False
14476,15604,-1,2023-04-04 10:46:00+08:00,2023-04-12 09:34:00+08:00,6924.91,6996.66,1128,-103.61145487811419,-107.61065503808176,False
15606,15990,1,2023-04-12 09:36:00+08:00,2023-04-13 13:30:00+08:00,7000.61,6975.97,384,-35.19693283870917,-39.18205704073308,False
16085,16133,1,2023-04-14 09:35:00+08:00,2023-04-14 10:23:00+08:00,7008.08,6942.58,48,-93.46354493670161,-97.42536715428352,False
16573,18409,-1,2023-04-18 09:43:00+08:00,2023-04-27 13:49:00+08:00,6965.23,6665.48,1836,430.35190510579025,426.35270494582267,False
18490,18963,1,2023-04-28 09:40:00+08:00,2023-05-05 09:33:00+08:00,6678.5,6699.5,473,31.44418656884085,27.432411249277422,False
18965,19205,-1,2023-05-05 09:35:00+08:00,2023-05-08 09:35:00+08:00,6694.09,6692.32,240,2.6441233984009216,-1.3550767615666537,False
19453,19815,-1,2023-05-09 09:43:00+08:00,2023-05-10 13:15:00+08:00,6667.44,6629.26,362,57.26335745053434,53.26415729056677,False
19817,20198,1,2023-05-10 13:17:00+08:00,2023-05-12 10:08:00+08:00,6637.65,6591.97,381,-68.81953703494315,-72.79121488455887,False
20212,20551,-1,2023-05-12 10:22:00+08:00,2023-05-15 13:31:00+08:00,6570.47,6517.27,339,80.96833255459623,76.96913239462866,False
21291,21476,-1,2023-05-18 13:51:00+08:00,2023-05-19 11:26:00+08:00,6555.43,6620.98,185,-99.99344055233506,-103.99264071230263,False
21847,22179,-1,2023-05-23 09:37:00+08:00,2023-05-24 11:09:00+08:00,6568.13,6558.07,332,15.316383810918266,11.31718365094958,False
22390,22682,-1,2023-05-25 10:40:00+08:00,2023-05-26 13:02:00+08:00,6482.11,6518.81,292,-56.617366875910676,-60.616567035878255,False
22685,23043,1,2023-05-26 13:05:00+08:00,2023-05-30 09:33:00+08:00,6522.19,6495.62,358,-40.737850323280256,-44.72075860149527,False
23044,23226,-1,2023-05-30 09:34:00+08:00,2023-05-30 14:06:00+08:00,6497.48,6527.51,182,-46.217918331414864,-50.217118491382436,False
23246,23523,1,2023-05-30 14:26:00+08:00,2023-06-01 09:33:00+08:00,6561.99,6525.71,277,-55.28810619949142,-59.26519553914322,False
23525,23546,-1,2023-06-01 09:35:00+08:00,2023-06-01 09:56:00+08:00,6526.24,6573.71,21,-72.73713501189106,-76.73633517185863,False
24242,24874,-1,2023-06-06 09:32:00+08:00,2023-06-08 13:34:00+08:00,6600.29,6466.92,632,202.0668788795643,198.06767871959562,False
26882,27223,-1,2023-06-21 09:32:00+08:00,2023-06-26 11:13:00+08:00,6666.29,6498.22,341,252.11924473732773,248.12004457736015,False
27603,28203,-1,2023-06-28 09:33:00+08:00,2023-06-30 13:03:00+08:00,6476.77,6607.46,600,-201.78267871176382,-205.78187887173138,False
28324,28353,1,2023-07-03 09:34:00+08:00,2023-07-03 10:03:00+08:00,6637.79,6577.75,29,-90.45179193677421,-94.41481861466427,False
29291,30243,-1,2023-07-07 09:41:00+08:00,2023-07-13 09:33:00+08:00,6523.92,6519.39,952,6.943678034064815,2.9444778740961297,False
30244,30721,1,2023-07-13 09:34:00+08:00,2023-07-17 09:31:00+08:00,6519.65,6508.49,477,-17.117483300483904,-21.109837836256197,False
30721,31092,-1,2023-07-17 09:31:00+08:00,2023-07-18 13:12:00+08:00,6508.49,6537.16,371,-44.05015602697348,-48.04935618694106,False
31093,32411,1,2023-07-18 13:13:00+08:00,2023-07-26 09:41:00+08:00,6537.81,6459.69,1318,-119.48955384142535,-123.44096773710956,False
32890,32979,-1,2023-07-28 09:40:00+08:00,2023-07-28 11:09:00+08:00,6370.17,6427.48,89,-89.96620184390514,-93.96540200387271,False
32997,34331,1,2023-07-28 11:27:00+08:00,2023-08-07 09:41:00+08:00,6447.06,6502.41,1334,85.85308652315771,81.81955199545455,False
34332,35935,-1,2023-08-07 09:42:00+08:00,2023-08-15 13:55:00+08:00,6506.74,6256.95,1603,383.894238896898,379.8950387369304,False
36242,36312,-1,2023-08-17 09:32:00+08:00,2023-08-17 10:42:00+08:00,6152.02,6221.35,70,-112.69469214989502,-116.6938923098626,False
37682,37921,-1,2023-08-25 09:32:00+08:00,2023-08-28 09:31:00+08:00,5934.45,6171.45,239,-399.3630412253868,-403.36224138535437,False
37921,39602,1,2023-08-28 09:31:00+08:00,2023-09-06 09:32:00+08:00,6171.45,6126.25,1681,-73.24048643349568,-77.21039625695813,False
39603,40330,-1,2023-09-06 09:33:00+08:00,2023-09-11 09:40:00+08:00,6130.55,6139.48,727,-14.566392901125269,-18.565593061092844,False
40331,40802,1,2023-09-11 09:41:00+08:00,2023-09-13 09:32:00+08:00,6145.4,6155.92,471,17.118495134573752,13.112448945757915,False
40802,41315,-1,2023-09-13 09:32:00+08:00,2023-09-15 10:05:00+08:00,6155.92,6088.18,513,110.04041637967975,106.04121621971218,False
41364,41771,1,2023-09-15 10:54:00+08:00,2023-09-19 09:41:00+08:00,6110.44,6046.45,407,-104.72240951551748,-108.67972908779721,False
42527,42974,1,2023-09-22 10:17:00+08:00,2023-09-26 09:44:00+08:00,6000.86,6001.32,447,0.7665567935255524,-3.232949927847173,False
43221,43683,1,2023-09-27 09:51:00+08:00,2023-10-09 09:33:00+08:00,6039.21,6050.99,462,19.50586252175368,15.498861576934697,False
43684,44181,-1,2023-10-09 09:34:00+08:00,2023-10-11 09:51:00+08:00,6041.29,6075.18,497,-56.09729047935108,-60.09649063931866,False
44182,44351,1,2023-10-11 09:52:00+08:00,2023-10-11 14:11:00+08:00,6075.54,6057.27,169,-30.07140106064621,-34.05857506542098,False
44360,44402,-1,2023-10-11 14:20:00+08:00,2023-10-12 09:32:00+08:00,6045.45,6091.75,42,-76.58652374926689,-80.58572390923446,False
44402,44642,1,2023-10-12 09:32:00+08:00,2023-10-13 09:32:00+08:00,6091.75,6071.22,240,-33.701317355439016,-37.6870396840312,False
44887,46358,-1,2023-10-16 09:37:00+08:00,2023-10-24 10:08:00+08:00,6047.95,5686.81,1471,597.1279524466955,593.1287522867268,False
46366,46803,1,2023-10-24 10:16:00+08:00,2023-10-26 09:33:00+08:00,5701.66,5735.47,437,59.29852008011771,55.2756052550496,False
46803,47395,-1,2023-10-26 09:33:00+08:00,2023-10-30 11:25:00+08:00,5735.47,5998.32,592,-458.28850992159164,-462.2877100815592,False
48274,49116,1,2023-11-03 10:04:00+08:00,2023-11-08 13:36:00+08:00,5957.7,6124.23,842,279.5206203736345,275.40963432269416,False
49234,49927,-1,2023-11-09 10:04:00+08:00,2023-11-14 09:37:00+08:00,6120.53,6161.05,693,-66.20341702434418,-70.20261718431175,False
49929,50402,1,2023-11-14 09:39:00+08:00,2023-11-16 09:32:00+08:00,6173.12,6171.77,473,-2.1869006272345892,-6.185226201869121,False
50403,50986,-1,2023-11-16 09:33:00+08:00,2023-11-20 11:16:00+08:00,6177.36,6238.93,583,-99.67040936581517,-103.66960952578275,False
50988,51205,1,2023-11-20 11:18:00+08:00,2023-11-21 10:55:00+08:00,6244.32,6230.55,217,-22.052040894764424,-26.04242200218487,False
51308,51638,-1,2023-11-21 14:08:00+08:00,2023-11-23 10:08:00+08:00,6222.74,6149.27,330,118.06696085647106,114.06776069650348,False
52328,53200,-1,2023-11-28 09:38:00+08:00,2023-12-01 13:40:00+08:00,6071.52,6108.46,872,-60.84143674071729,-64.84063690068487,False
53212,53521,1,2023-12-01 13:52:00+08:00,2023-12-05 09:31:00+08:00,6128.93,6077.07,309,-84.61509594660188,-88.58045683604487,False
53522,53909,-1,2023-12-05 09:32:00+08:00,2023-12-06 13:29:00+08:00,6076.54,6053.19,387,38.426472959941506,34.42727279997282,False
53911,54481,1,2023-12-06 13:31:00+08:00,2023-12-11 09:31:00+08:00,6056.61,5959.12,570,-160.96463203012834,-164.8994592118802,False
54481,55205,-1,2023-12-11 09:31:00+08:00,2023-12-14 09:35:00+08:00,5959.12,6062.54,724,-173.54911463437483,-177.54831479434242,False
55207,55466,1,2023-12-14 09:37:00+08:00,2023-12-15 09:56:00+08:00,6070.97,5958.53,259,-185.20928286583583,-189.13441412643726,False
56409,56491,-1,2023-12-21 09:39:00+08:00,2023-12-21 11:01:00+08:00,5724.3,5765.83,82,-72.5503555019813,-76.54955566194887,False
56494,56767,1,2023-12-21 11:04:00+08:00,2023-12-22 13:07:00+08:00,5778.76,5752.72,273,-45.06157030227942,-49.04274943833165,False
57642,58079,1,2023-12-28 10:12:00+08:00,2023-12-29 14:59:00+08:00,5740.46,5887.02,437,255.31055002560922,251.20924606639062,True
0,242,1,2024-01-02 09:30:00+08:00,2024-01-03 09:32:00+08:00,5891.17,5836.21,242,-93.29216437481858,-97.25405513091756,False
243,1490,-1,2024-01-03 09:33:00+08:00,2024-01-10 10:20:00+08:00,5840.15,5573.72,1247,456.2040358552422,452.20483569527346,False
1809,2162,1,2024-01-11 13:09:00+08:00,2024-01-15 09:32:00+08:00,5597.48,5545.86,353,-92.22007046027825,-96.1823899681924,False
2163,2196,-1,2024-01-15 09:33:00+08:00,2024-01-15 10:06:00+08:00,5543.33,5581.39,33,-68.65909119608604,-72.65829135605361,False
2596,2868,1,2024-01-16 14:16:00+08:00,2024-01-17 14:48:00+08:00,5522.89,5407.33,272,-209.23827923424176,-213.153800818231,False
2871,3069,-1,2024-01-17 14:51:00+08:00,2024-01-18 14:09:00+08:00,5402.73,5294.69,198,199.97297662478042,195.97377646481283,False
3109,3364,1,2024-01-18 14:49:00+08:00,2024-01-22 09:34:00+08:00,5366.4,5264.49,255,-189.90384615384605,-193.82709996462188,False
3365,3638,-1,2024-01-22 09:35:00+08:00,2024-01-23 10:08:00+08:00,5259.72,5052.72,273,393.5570714790904,389.55787131912166,False
4578,5334,-1,2024-01-29 09:48:00+08:00,2024-02-01 10:24:00+08:00,5212.11,4817.23,756,757.6202344156213,753.6210342556537,False
5336,5643,1,2024-02-01 10:26:00+08:00,2024-02-02 13:03:00+08:00,4846.55,4619.15,307,-469.1997400212533,-473.01129781368576,False
5645,5739,-1,2024-02-02 13:05:00+08:00,2024-02-02 14:39:00+08:00,4623.66,4611.13,94,27.09974349324962,23.100543333280932,False
5741,5764,1,2024-02-02 14:41:00+08:00,2024-02-05 09:34:00+08:00,4618.49,4470.91,23,-319.54166838079055,-323.4130774316279,False
5766,5905,-1,2024-02-05 09:36:00+08:00,2024-02-05 13:25:00+08:00,4446.92,4352.59,139,212.1243467388667,208.12514657889915,False
6002,6131,-1,2024-02-06 09:32:00+08:00,2024-02-06 13:11:00+08:00,4198.76,4519.71,129,-764.3923444064437,-768.3915445664113,False
6244,8114,1,2024-02-07 09:34:00+08:00,2024-02-26 14:14:00+08:00,4708.06,5247.76,1870,1146.332034850872,1141.8743935651898,False
8402,8473,1,2024-02-28 09:32:00+08:00,2024-02-28 10:43:00+08:00,5436.72,5376.53,71,-110.71013405141383,-114.66505901280067,False
8476,8885,-1,2024-02-28 10:46:00+08:00,2024-03-01 09:35:00+08:00,5346.09,5389.88,409,-81.91033072769028,-85.90953088765785,False
9720,9955,1,2024-03-06 13:00:00+08:00,2024-03-07 11:25:00+08:00,5409.38,5347.73,235,-113.96869881576177,-117.92232061187624,False
9964,10567,-1,2024-03-07 13:04:00+08:00,2024-03-12 09:37:00+08:00,5329.23,5490.56,603,-302.7266603242884,-306.725860484256,False
10569,10607,1,2024-03-12 09:39:00+08:00,2024-03-12 10:17:00+08:00,5499.38,5444.23,38,-100.28403201815527,-104.24312658643409,False
11227,11522,-1,2024-03-14 14:07:00+08:00,2024-03-18 09:32:00+08:00,5433.63,5579.38,295,-268.23688767913853,-272.2360878391061,False
12517,13922,-1,2024-03-22 10:07:00+08:00,2024-04-01 09:32:00+08:00,5589.83,5475.27,1405,204.9436208256772,200.9444206657096,False
13923,14196,1,2024-04-01 09:33:00+08:00,2024-04-02 10:06:00+08:00,5481.38,5507.13,273,46.977221064767875,42.959233773800506,False
14202,16326,-1,2024-04-02 10:12:00+08:00,2024-04-17 09:36:00+08:00,5493.45,5178.33,2124,573.6285940529174,569.6293938929498,False
17044,17072,-1,2024-04-22 09:34:00+08:00,2024-04-22 10:02:00+08:00,5199.03,5288.05,28,-171.22424760003474,-175.22344776000233,False
18248,19202,1,2024-04-29 09:38:00+08:00,2024-05-08 09:32:00+08:00,5457.8,5580.6,954,224.99908387995094,220.90990208275764,False
19203,19449,-1,2024-05-08 09:33:00+08:00,2024-05-09 09:39:00+08:00,5584.28,5567.97,246,29.20698818827061,25.207788028303035,False
19460,19693,1,2024-05-09 09:50:00+08:00,2024-05-10 09:43:00+08:00,5590.3,5599.49,233,16.439189310053504,12.433414789234654,False
19705,20162,-1,2024-05-10 09:55:00+08:00,2024-05-14 09:32:00+08:00,5577.47,5565.34,457,21.748212002933307,17.749011842964624,False
20162,20404,1,2024-05-14 09:32:00+08:00,2024-05-15 09:34:00+08:00,5565.34,5516.44,242,-87.86525171867399,-91.829312805769,False
20405,20658,-1,2024-05-15 09:35:00+08:00,2024-05-16 09:48:00+08:00,5518.83,5539.1,253,-36.72879940132212,-40.72799956128969,False
21103,21842,1,2024-05-17 14:43:00+08:00,2024-05-23 09:32:00+08:00,5547.94,5498.51,739,-89.09613297908625,-93.0597018121282,False
21842,24491,-1,2024-05-23 09:32:00+08:00,2024-06-07 09:41:00+08:00,5498.51,5184.77,2649,570.5909419097165,566.5917417497491,False
24728,25938,-1,2024-06-11 09:38:00+08:00,2024-06-18 09:48:00+08:00,5098.96,5217.45,1210,-232.38072077443218,-236.37992093439973,False
26212,27488,-1,2024-06-19 10:22:00+08:00,2024-06-26 13:08:00+08:00,5169.25,4908.69,1276,504.05764859505763,500.05844843509004,False
27489,28119,1,2024-06-26 13:09:00+08:00,2024-07-01 10:09:00+08:00,4905.14,4844.74,630,-123.13613882580454,-127.08609437916407,False
28221,29043,1,2024-07-01 13:21:00+08:00,2024-07-05 09:33:00+08:00,4924.84,4726.0,822,-403.74915733302987,-407.5868901235391,False
29044,29531,-1,2024-07-05 09:34:00+08:00,2024-07-09 09:41:00+08:00,4714.71,4731.37,487,-35.3362136801616,-39.33541384012918,False
29629,30484,1,2024-07-09 11:19:00+08:00,2024-07-15 09:34:00+08:00,4725.75,4861.69,855,287.65804369676795,283.54380332736406,False
31201,32648,-1,2024-07-18 09:31:00+08:00,2024-07-26 09:38:00+08:00,4745.46,4674.39,1447,149.76419567333755,145.76499551336886,False
32653,33126,1,2024-07-26 09:43:00+08:00,2024-07-30 09:36:00+08:00,4687.0,4662.65,473,-51.95220823554614,-55.93063166756562,False
33195,33842,1,2024-07-30 10:45:00+08:00,2024-08-02 09:32:00+08:00,4704.41,4843.53,647,295.72252418475387,291.6050586681829,False
34812,34890,-1,2024-08-08 09:42:00+08:00,2024-08-08 11:00:00+08:00,4700.39,4735.93,78,-75.61074719331762,-79.6099473532852,False
34897,35290,1,2024-08-08 11:07:00+08:00,2024-08-12 09:40:00+08:00,4755.23,4680.7,393,-156.73269221467723,-160.66921183386705,False
35297,35757,-1,2024-08-12 09:47:00+08:00,2024-08-13 14:57:00+08:00,4669.7,4696.08,460,-56.4918517249513,-60.491051884918875,False
36009,36041,-1,2024-08-15 09:39:00+08:00,2024-08-15 10:11:00+08:00,4628.96,4682.77,32,-116.24641388130463,-120.2456140412722,False
36041,36724,1,2024-08-15 10:11:00+08:00,2024-08-20 09:34:00+08:00,4682.77,4636.67,683,-98.44600524903102,-102.40583488100529,False
36747,38474,-1,2024-08-20 09:57:00+08:00,2024-08-29 10:44:00+08:00,4619.01,4522.89,1727,208.09654016769818,204.09734000772949,False
38485,38872,1,2024-08-29 10:55:00+08:00,2024-08-30 14:52:00+08:00,4542.19,4624.07,387,180.2654666581538,176.19417472987564,False
39367,39604,-1,2024-09-04 09:37:00+08:00,2024-09-05 09:34:00+08:00,4529.86,4584.56,237,-120.75428379685115,-124.75348395681874,False
39851,40455,-1,2024-09-06 09:41:00+08:00,2024-09-10 13:15:00+08:00,4550.84,4457.82,604,204.40182471807455,200.402624558107,False
40456,41049,1,2024-09-10 13:16:00+08:00,2024-09-13 09:39:00+08:00,4457.85,4448.46,593,-21.063965813117314,-25.054742071540794,False
41460,43682,1,2024-09-18 14:00:00+08:00,2024-10-09 09:32:00+08:00,4411.68,5875.97,2222,3319.121060457695,3313.7944773501335,False
43682,44523,-1,2024-10-09 09:32:00+08:00,2024-10-14 13:03:00+08:00,5875.97,5549.87,841,554.9722003345836,550.973000174615,False
45499,46011,1,2024-10-18 13:19:00+08:00,2024-10-22 13:51:00+08:00,5752.13,5817.32,512,113.33193095427241,109.28740708666452,False
47161,47554,-1,2024-10-29 13:01:00+08:00,2024-10-31 10:04:00+08:00,6014.24,6089.44,393,-125.03657985048821,-129.0357800104558,False
47558,47774,1,2024-10-31 10:08:00+08:00,2024-11-01 09:44:00+08:00,6093.68,6027.82,216,-108.07919024300672,-112.03516737148367,False
47774,48249,-1,2024-11-01 09:44:00+08:00,2024-11-05 09:39:00+08:00,6027.82,6088.7,475,-100.9983708869866,-104.99757104695418,False
48250,48707,1,2024-11-05 09:40:00+08:00,2024-11-06 14:47:00+08:00,6101.66,6254.77,457,250.93171366480593,246.83216088989602,False
48962,49638,1,2024-11-08 09:32:00+08:00,2024-11-12 14:18:00+08:00,6483.24,6462.59,676,-31.851358271480777,-35.83782043573902,False
49640,50652,-1,2024-11-12 14:20:00+08:00,2024-11-19 09:42:00+08:00,6446.82,6053.06,1012,610.7817497618972,606.7825496019296,False
51482,52170,-1,2024-11-22 13:02:00+08:00,2024-11-27 11:00:00+08:00,6180.6,5990.62,688,307.3811604051391,303.3819602451704,False
52655,53076,1,2024-11-29 11:05:00+08:00,2024-12-03 10:06:00+08:00,6142.15,6244.8,421,167.12388984313486,163.05785349446822,False
53223,53488,1,2024-12-03 14:03:00+08:00,2024-12-04 14:28:00+08:00,6330.88,6183.35,265,-233.0323746461782,-236.93838049514972,False
54121,54241,-1,2024-12-09 13:01:00+08:00,2024-12-10 09:31:00+08:00,6272.11,6481.33,120,-333.571955848988,-337.5711560089556,False
54241,54979,1,2024-12-10 09:31:00+08:00,2024-12-13 09:49:00+08:00,6481.33,6413.45,738,-104.7315905840318,-108.6889064846186,False
55455,55594,-1,2024-12-17 09:45:00+08:00,2024-12-17 13:34:00+08:00,6219.49,6198.79,139,33.28247171391796,29.283271553950385,False
56412,56652,-1,2024-12-23 09:42:00+08:00,2024-12-24 09:42:00+08:00,6217.42,6145.83,240,115.14422380987655,111.14502364990786,False
56909,57126,-1,2024-12-25 09:59:00+08:00,2024-12-26 09:36:00+08:00,6057.49,6132.69,217,-124.14382854944783,-128.1430287094154,False
57381,57551,1,2024-12-27 09:51:00+08:00,2024-12-27 14:11:00+08:00,6214.52,6162.44,170,-83.80373705451194,-87.76942242261666,False
57554,58079,-1,2024-12-27 14:14:00+08:00,2024-12-31 14:59:00+08:00,6154.06,5963.1,525,310.29921710220566,306.3000169422381,True
0,1129,-1,2025-01-02 09:30:00+08:00,2025-01-08 13:49:00+08:00,5948.68,5618.78,1129,554.5768136796747,550.5776135197071,False
1129,1681,1,2025-01-08 13:49:00+08:00,2025-01-13 09:31:00+08:00,5618.78,5499.35,552,-212.55503863828017,-216.46923378379591,False
1682,1943,-1,2025-01-13 09:32:00+08:00,2025-01-14 09:53:00+08:00,5500.8,5637.95,261,-249.32737056428067,-253.32657072424826,False
1945,4988,1,2025-01-14 09:55:00+08:00,2025-02-07 14:08:00+08:00,5644.18,6107.09,3043,820.1545662966092,815.8273699093677,False
4994,5044,-1,2025-02-07 14:14:00+08:00,2025-02-10 09:34:00+08:00,6091.13,6172.93,50,-134.29363681287444,-138.292836972842,False
5046,5285,1,2025-02-10 09:36:00+08:00,2025-02-11 09:35:00+08:00,6172.07,6162.51,239,-15.48913087505377,-19.482136621554737,False
8406,9362,-1,2025-02-28 09:36:00+08:00,2025-03-06 09:32:00+08:00,6414.93,6450.41,956,-55.308475696538295,-59.30767585650587,False
9362,9767,1,2025-03-06 09:32:00+08:00,2025-03-07 13:47:00+08:00,6450.41,6515.88,405,101.49742419474083,97.45763318326439,False
10325,10565,1,2025-03-12 09:35:00+08:00,2025-03-13 09:35:00+08:00,6575.78,6543.64,240,-48.87633102080624,-52.85598455769036,False
10567,10777,-1,2025-03-13 09:37:00+08:00,2025-03-13 14:37:00+08:00,6522.54,6473.51,210,75.17010244475264,71.17090228478506,False
11293,11546,1,2025-03-18 09:43:00+08:00,2025-03-19 09:56:00+08:00,6637.9,6551.57,253,-130.05619247051015,-134.00338055590487,False
11549,12453,-1,2025-03-19 09:59:00+08:00,2025-03-24 14:33:00+08:00,6546.31,6315.3,904,352.88582422769554,348.88662406772795,False
12458,12963,1,2025-03-24 14:38:00+08:00,2025-03-27 09:33:00+08:00,6326.07,6292.37,505,-53.271620453140265,-57.249516225804655,False
12963,12993,-1,2025-03-27 09:33:00+08:00,2025-03-27 10:03:00+08:00,6292.37,6336.7,30,-70.45040263048641,-74.44960279045398,False
13443,14647,-1,2025-03-31 09:33:00+08:00,2025-04-08 09:37:00+08:00,6203.14,5625.02,1204,931.9796103263833,927.9804101664157,False
14648,14883,1,2025-04-08 09:38:00+08:00,2025-04-09 09:33:00+08:00,5626.08,5366.17,235,-461.97352330574756,-465.7879710068846,False
14885,15124,-1,2025-04-09 09:35:00+08:00,2025-04-10 09:34:00+08:00,5326.5,5789.17,239,-868.6191683093969,-872.6183684693644,False
15486,15851,1,2025-04-11 13:06:00+08:00,2025-04-15 09:41:00+08:00,5885.5,5899.48,365,23.753291988786174,19.744592411905515,False
15855,16344,-1,2025-04-15 09:45:00+08:00,2025-04-17 09:54:00+08:00,5884.48,5885.99,489,-2.566072108325379,-6.565272268292954,False
16567,16735,-1,2025-04-18 09:37:00+08:00,2025-04-18 13:55:00+08:00,5805.4,5847.54,168,-72.58759086367972,-76.5867910236473,False
16737,17524,1,2025-04-18 13:57:00+08:00,2025-04-24 09:34:00+08:00,5855.49,5954.61,787,169.27703744690882,165.2101400114181,False
17526,18488,-1,2025-04-24 09:36:00+08:00,2025-04-30 09:38:00+08:00,5943.98,5934.0,962,16.790096871118763,12.79089671115008,False
18491,19443,1,2025-04-30 09:41:00+08:00,2025-05-09 09:33:00+08:00,5937.74,6126.52,952,317.93241199513653,313.80606429987745,False
19444,19684,-1,2025-05-09 09:34:00+08:00,2025-05-12 09:34:00+08:00,6124.59,6114.8,240,15.984743468542284,11.985543308574709,False
19922,20405,1,2025-05-13 09:32:00+08:00,2025-05-15 09:35:00+08:00,6193.97,6111.05,483,-133.87213693317855,-137.81779894600277,False
20891,21245,-1,2025-05-19 09:41:00+08:00,2025-05-20 13:05:00+08:00,6028.95,6150.03,354,-200.83099047097707,-204.83019063094466,False
21602,22809,-1,2025-05-22 09:32:00+08:00,2025-05-29 09:39:00+08:00,6096.74,6008.39,1207,144.9135111551414,140.9143109951727,False
22814,23048,1,2025-05-29 09:44:00+08:00,2025-05-30 09:38:00+08:00,6027.2,6052.38,234,41.77727634722572,37.7613686182321,False
23055,23288,-1,2025-05-30 09:45:00+08:00,2025-06-03 09:38:00+08:00,6037.74,6054.57,233,-27.874668336165254,-31.87386849613283,False
23290,23768,1,2025-06-03 09:40:00+08:00,2025-06-05 09:38:00+08:00,6060.03,6104.56,478,73.48148441509439,69.45289753870432,False
24251,24512,1,2025-06-09 09:41:00+08:00,2025-06-10 10:02:00+08:00,6179.76,6183.04,261,5.3076494880066605,1.3063266927715311,False
24514,24732,-1,2025-06-10 10:04:00+08:00,2025-06-11 09:42:00+08:00,6180.06,6194.82,218,-23.88326326928647,-27.882463429254045,False
24742,24961,1,2025-06-11 09:52:00+08:00,2025-06-12 09:31:00+08:00,6213.65,6152.14,219,-98.99173593620358,-102.95134731955203,False
24962,25452,-1,2025-06-12 09:32:00+08:00,2025-06-16 09:42:00+08:00,6158.03,6141.41,490,26.989150751133284,22.98995059116571,False
25454,25741,1,2025-06-16 09:44:00+08:00,2025-06-17 10:31:00+08:00,6142.34,6128.36,287,-22.760055613985088,-26.75015357214816,False
26273,26655,-1,2025-06-19 11:23:00+08:00,2025-06-23 09:45:00+08:00,6073.38,6027.54,382,75.4769173014036,71.47771714143491,False
26885,27178,1,2025-06-24 09:35:00+08:00,2025-06-25 10:28:00+08:00,6111.07,6196.86,293,140.3845807689974,136.32923800524165,False
