view,scenario,cost_bps,year,mdd_improvement_vs_baseline,mdd_improvement_vs_matched
3,delay_1m,5,2024,0.04098624845932744,0.006640121521190229
3,delay_1m,5,2025,0.06697838996445293,0.018790031787722594
3,delay_1m_observed,0,2021,0.03160754093073834,0.0026665882557486142
3,delay_1m_observed,0,2022,0.006234226054777137,-0.0137937571434458
3,delay_1m_observed,0,2023,0.03247194032389322,0.009093173625812467
3,delay_1m_observed,0,2024,0.013788966635436217,-0.004593727726811672
3,delay_1m_observed,0,2025,0.030314014290101818,0.006639024782442146
3,delay_1m_observed,1,2021,0.03134066832579688,-0.0017800887691758471
3,delay_1m_observed,1,2022,0.0007810919401639582,-0.020390620387401442
3,delay_1m_observed,1,2023,0.061646125107686134,0.02936368588405408
3,delay_1m_observed,1,2024,0.014203621472334463,-0.004728613049167885
3,delay_1m_observed,1,2025,0.03121944019830175,0.006905849945840481
3,delay_1m_observed,3,2021,0.04275468753528644,-0.0006604698988252333
3,delay_1m_observed,3,2022,0.014001614924699313,-0.016620341812917466
3,delay_1m_observed,3,2023,0.07433149458134442,0.02409225940555415
3,delay_1m_observed,3,2024,0.00118475922747735,-0.019528018440590544
3,delay_1m_observed,3,2025,0.054765262321543995,0.022528346860402254
3,delay_1m_observed,5,2021,0.038429480731681565,-0.01530478229830301
3,delay_1m_observed,5,2022,0.029288136699007927,-0.01421878587524572
3,delay_1m_observed,5,2023,0.08241674423056361,0.02062703727548526
3,delay_1m_observed,5,2024,0.04098624845932744,0.006640121521190229
3,delay_1m_observed,5,2025,0.06697838996445293,0.018790031787722594
3,legacy_on_minute,0,2021,0.031076720868736696,0.0032709138619734512
3,legacy_on_minute,0,2022,0.040081659410924536,0.016641205979616047
3,legacy_on_minute,0,2023,0.050616894712166904,0.02476787966966143
3,legacy_on_minute,0,2024,0.03145102185859548,0.010506921328541294
3,legacy_on_minute,0,2025,0.03249183338672822,0.00760793992679866
3,legacy_on_minute,1,2021,0.029597257446586672,-0.0020161046130592886
3,legacy_on_minute,1,2022,0.03283422696093488,0.008313528414746335
3,legacy_on_minute,1,2023,0.0647618211922763,0.031249456577996715
3,legacy_on_minute,1,2024,0.028647068877322476,0.0076501404567065195
3,legacy_on_minute,1,2025,0.03337933104786581,0.007868837417926405
3,legacy_on_minute,3,2021,0.043730887152937076,0.0012206821320726313
3,legacy_on_minute,3,2022,0.024633438221955628,-0.009877730988687605
3,legacy_on_minute,3,2023,0.07055854127977129,0.020389550427931946
3,legacy_on_minute,3,2024,0.012533137176681697,-0.00856938489693082
3,legacy_on_minute,3,2025,0.06880103959735673,0.03220589927547296
3,legacy_on_minute,5,2021,0.03919077619374234,-0.014915162022739514
3,legacy_on_minute,5,2022,0.03303214486999789,-0.012752987543698913
3,legacy_on_minute,5,2023,0.08061316812596286,0.018232166764591384
3,legacy_on_minute,5,2024,0.03963721254554309,0.007928638649383063
3,legacy_on_minute,5,2025,0.06204396064467321,0.01211578283669379
3,literal_publication,0,2021,0.03247780400560846,-0.004744217633224607
3,literal_publication,0,2022,0.05323334144487685,0.014513891888386948
3,literal_publication,0,2023,0.05339642739261663,0.0028448832985070727
3,literal_publication,0,2024,0.0620723751960261,-0.00024522802417437095
