rank,leg,view,days,eff_1d,eff_5d,eff_20d,wick_1d
10,recovery,5m_offset_0,6,0.2417803635843178,0.10323793788776157,0.06821827558029735,0.43078602851081244
10,recovery,5m_offset_1,6,0.24205136221365023,0.10988750273052482,0.07166583680142538,0.4182598945268167
10,recovery,5m_offset_2,6,0.25332462759290686,0.1117375856071065,0.07080692832510706,0.42088381520117
10,recovery,5m_offset_3,6,0.2735472481866949,0.11281596430340883,0.0710618892141359,0.4543816799350075
10,recovery,5m_offset_4,6,0.26146863216054933,0.11133904078825942,0.07309913891289144,0.45025036200936697
10,recovery,60m_offset_30,6,0.861352818984295,0.3910533691485603,0.29860305010949456,0.3747674970790542
10,recovery,60m_offset_45,6,0.9566501953886292,0.46859319770855606,0.29838322067967316,0.45713441746694344
10,recovery,daily_noon_close_1130,6,1.0,0.5428679660238078,0.40780633482196205,0.5312915787220972
10,recovery,daily_proxy_close_1400,6,1.0,0.43132779821306383,0.4115640872771969,0.5523334232138212
10,recovery,daily_proxy_close_1430,6,1.0,0.42515981143290454,0.39770089684515314,0.49448364214026697
